evidence_uuid,evidence_id,scope,type,issuer,date,summary,product_uuid,stage_uuid,file_reference,link_reference
5767d06a-407a-5f00-bebe-75c429881a3b,5190,product,certification_directory,Soil Association,5/9/2022,Product is certified organic by the Soil Association under EU organic standards.,72063d8a-7f02-5e04-8499-b2d43ed43b87,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
35d8ae63-183a-5b29-a12f-3c3ea6f9109f,5191,product,certification_directory,Red Tractor,8/4/2022,Product meets Red Tractor standards for food safety and animal welfare.,7782bdb2-0efd-51e0-b6b1-160096f06293,,,https://checkers.redtractor.org.uk/
2f99a8ba-560c-595b-b607-92b17142c90c,5192,product,audit_report,UTZ Certified,2/11/2023,Product carries UTZ certification for sustainable commodity sourcing.,7782bdb2-0efd-51e0-b6b1-160096f06293,,,https://www.rainforest-alliance.org/utz/
cdeb6805-3497-5536-b5bd-64afef3a2ea8,5193,product,certification_directory,Marine Stewardship Council,4/8/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,7782bdb2-0efd-51e0-b6b1-160096f06293,,,https://cert.msc.org/supplierdirectory/
d05edf30-49e7-54a1-be53-068e14753e9a,5194,product,batch_record,Protected Designation of Origin,7/16/2023,Product holds Protected Designation of Origin status under EU/UK law.,080ced10-c031-522d-abc0-a17d6a7af432,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
b31c0813-1a85-54f5-8b5d-31954bb0a3a9,5195,product,batch_record,Fairtrade International,6/21/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",2661b5dc-3eed-5b45-8af8-32d0662f7e9f,,,https://www.fairtrade.net/en/fairtrade-finder.html
c5e9344c-2acd-556b-b137-91d4ae7f6891,5196,product,supplier_statement,Rainforest Alliance,9/25/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,472081f8-1008-5fca-9244-8050ddfdc247,,,https://www.rainforest-alliance.org/find-certified/
82075ca5-7092-5f59-94ee-72dc9033b8fc,5197,product,batch_record,Rainforest Alliance,11/13/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,2f77cf77-4747-5386-87a5-01343c74faf5,,,https://www.rainforest-alliance.org/find-certified/
98d0ec52-5dee-5bca-bb2b-80db574b9a4e,5198,product,supplier_statement,Red Tractor,3/30/2023,Product meets Red Tractor standards for food safety and animal welfare.,f47c867a-6f0e-581c-bbf6-3e985c9f6961,,,https://checkers.redtractor.org.uk/
cc4e242b-ab83-57aa-904c-c266d6bc6b95,5199,product,audit_report,Soil Association,1/30/2022,Product is certified organic by the Soil Association under EU organic standards.,e129caf7-c48d-5ed9-82c9-668409b2bfc7,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
730d0cc0-9cb5-5c55-919c-bfe003be311c,5200,product,certification_directory,Protected Designation of Origin,11/11/2023,Product holds Protected Designation of Origin status under EU/UK law.,e129caf7-c48d-5ed9-82c9-668409b2bfc7,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
64b4b6dd-0c8f-579b-8b8e-85ba6addce18,5201,product,supplier_statement,OU Kosher,5/31/2024,Product is certified kosher by the Orthodox Union.,e129caf7-c48d-5ed9-82c9-668409b2bfc7,,,https://oukosher.org/product-search/
4db6699e-bc88-5891-b638-e712d0b35ccb,5202,product,batch_record,LEAF Marque,6/10/2024,Producer holds LEAF Marque accreditation for sustainable integrated farming.,a7aa433e-a714-5598-94bb-045757fc9a0f,,,https://leaf.eco/leafmarque
971bf244-7f43-5340-ba3d-9b726ffefdf3,5203,product,third_party_audit,The Vegan Society,10/6/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,a7aa433e-a714-5598-94bb-045757fc9a0f,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
0d633e5b-a375-5f8f-bf79-7a827a5692a5,5204,product,third_party_audit,The Vegan Society,7/1/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,ecb4cecc-9db2-5f1d-a540-6172a1e6ffba,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
6d50357c-077d-5d2e-b7eb-4bb765e4f785,5205,product,third_party_audit,Soil Association,9/4/2023,Product is certified organic by the Soil Association under EU organic standards.,ecb4cecc-9db2-5f1d-a540-6172a1e6ffba,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
f3b910e5-45fb-5fad-a4a9-580f43c9c501,5206,product,batch_record,Rainforest Alliance,10/9/2023,Third-party audit confirms sustainable farming practices at origin.,ecb4cecc-9db2-5f1d-a540-6172a1e6ffba,,,https://www.rainforest-alliance.org/find-certified/
8223a617-80e5-5ce8-af5e-3f649139dacc,5207,product,third_party_audit,UTZ Certified,10/18/2023,Product carries UTZ certification for sustainable commodity sourcing.,448537da-5f45-5cc3-8596-196021f26e57,,,https://www.rainforest-alliance.org/utz/
455f8479-c81e-5df6-87f8-f99582acb820,5208,product,third_party_audit,RSPO,11/14/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,448537da-5f45-5cc3-8596-196021f26e57,,,https://rspo.org/search-members/supply-chain-certificate-holders/
e92b06d1-88e5-5a43-9f6d-4e1e492ac93c,5209,product,supplier_statement,NON GMO Project,5/9/2023,Product verified non-GMO by the Non-GMO Project standard.,448537da-5f45-5cc3-8596-196021f26e57,,,https://www.nongmoproject.org/find-non-gmo/
622db700-7625-54f6-aee5-5905bcec68bc,5210,product,batch_record,Red Tractor,11/12/2022,Product meets Red Tractor standards for food safety and animal welfare.,50d82bef-3fac-55eb-920d-29a7a16e6d90,,,https://checkers.redtractor.org.uk/
3b3235cf-2dea-5a04-a358-d410e4721d36,5211,product,supplier_statement,Carbon Trust,2/27/2023,Product has achieved Carbon Trust carbon neutral certification.,50d82bef-3fac-55eb-920d-29a7a16e6d90,,,https://label.carbontrust.com/search
ddf90dd1-9da9-55d3-8421-c2ea8d24b3f8,5212,product,supplier_statement,Rainforest Alliance,6/9/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,50d82bef-3fac-55eb-920d-29a7a16e6d90,,,https://www.rainforest-alliance.org/find-certified/
01927dd2-474b-5d46-8984-65c3d37184d1,5213,product,third_party_audit,Fairtrade International,4/14/2024,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",f42ea80e-3647-5d1a-afda-4248c0dd7f5e,,,https://www.fairtrade.net/en/fairtrade-finder.html
8f5365ef-47ed-570a-8d17-27e2234c8a1b,5214,product,audit_report,Protected Designation of Origin,12/19/2022,Product holds Protected Designation of Origin status under EU/UK law.,f42ea80e-3647-5d1a-afda-4248c0dd7f5e,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
1d754997-578c-5c5c-a747-c07f46a0d0cb,5215,product,certification_directory,The Vegan Society,12/6/2023,Product is registered with the Vegan Society as suitable for vegan consumption.,340c9e77-10e7-5df2-9932-41d6d5bc8841,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
2c9301a4-ab17-54f2-af32-dd91f8bef54d,5216,product,batch_record,OU Kosher,2/13/2024,Product is certified kosher by the Orthodox Union.,340c9e77-10e7-5df2-9932-41d6d5bc8841,,,https://oukosher.org/product-search/
e3db77ef-481d-5630-84f2-7d256680dfba,5217,product,batch_record,Marine Stewardship Council,3/28/2024,Product is MSC certified as sustainably sourced from well-managed fisheries.,2ea4690a-2fbb-57c1-8c7a-690df8eec1fa,,,https://cert.msc.org/supplierdirectory/
d1dbbcc3-c406-5f59-9fa0-d3c5cec2a53c,5218,product,supplier_statement,Fairtrade International,9/4/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",2ea4690a-2fbb-57c1-8c7a-690df8eec1fa,,,https://www.fairtrade.net/en/fairtrade-finder.html
9434fe35-4ead-5a1a-8a21-1155b03d956d,5219,product,certification_directory,Carbon Trust,7/16/2023,Product has achieved Carbon Trust carbon neutral certification.,ad024d34-41e1-5a3f-8366-2476c88d07e3,,,https://label.carbontrust.com/search
0f5b5141-2407-57e0-a02e-64b051e415b4,5220,product,third_party_audit,Red Tractor,3/24/2023,Product meets Red Tractor standards for food safety and animal welfare.,b86d26ca-e58b-52e7-8465-9d375fd05a7d,,,https://checkers.redtractor.org.uk/
2ebb8570-5524-532d-9a77-5fd0565e534d,5221,product,batch_record,NON GMO Project,9/13/2022,Product verified non-GMO by the Non-GMO Project standard.,b86d26ca-e58b-52e7-8465-9d375fd05a7d,,,https://www.nongmoproject.org/find-non-gmo/
905f38a7-c2f9-5be7-ab6a-877975e81123,5222,product,batch_record,Rainforest Alliance,4/28/2024,Third-party audit confirms sustainable farming practices at origin.,c101b486-f7b4-5e0a-8673-6f7e8be1763f,,,https://www.rainforest-alliance.org/find-certified/
3e694a06-9793-5911-9991-351f6ddeaef8,5223,product,certification_directory,Red Tractor,3/9/2023,Product meets Red Tractor standards for food safety and animal welfare.,265866d8-6951-50f4-969b-7ef2aafab5d2,,,https://checkers.redtractor.org.uk/
8c885405-f50f-5c7e-9ec8-b796e0532818,5224,product,audit_report,Marine Stewardship Council,6/14/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,265866d8-6951-50f4-969b-7ef2aafab5d2,,,https://cert.msc.org/supplierdirectory/
3fadf351-957e-58e8-a696-6785f3b16beb,5225,product,supplier_statement,Carbon Trust,10/19/2022,Product has achieved Carbon Trust carbon neutral certification.,0aec4ca7-2c3a-520b-a6d1-61e60dee18af,,,https://label.carbontrust.com/search
ae1466b4-eaf7-53fa-8b54-644990179f6d,5226,product,third_party_audit,Rainforest Alliance,4/8/2024,Third-party audit confirms sustainable farming practices at origin.,0aec4ca7-2c3a-520b-a6d1-61e60dee18af,,,https://www.rainforest-alliance.org/find-certified/
3b58e2df-5842-5fd0-a555-7545b044f92b,5227,product,supplier_statement,UTZ Certified,2/27/2023,Product carries UTZ certification for sustainable commodity sourcing.,0aec4ca7-2c3a-520b-a6d1-61e60dee18af,,,https://www.rainforest-alliance.org/utz/
1af4aa9b-e4c7-5ddf-af24-e8f74b574a13,5228,product,certification_directory,LEAF Marque,7/6/2022,Producer holds LEAF Marque accreditation for sustainable integrated farming.,df94297b-b723-533b-8d4d-a300d457e1e7,,,https://leaf.eco/leafmarque
803c5849-a94f-5aba-a89d-1591e0ca07bf,5229,product,certification_directory,Marine Stewardship Council,10/15/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,14554e14-0bf2-52b2-8a2f-b43b1f8cc601,,,https://cert.msc.org/supplierdirectory/
2e421b0d-a1b7-55e1-b959-fe2440de8252,5230,product,supplier_statement,RSPO,12/19/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,5dc324d9-1a77-53f2-8766-a78cc1080f3b,,,https://rspo.org/search-members/supply-chain-certificate-holders/
630ee34e-b048-5b65-9687-d04b7f6d8d8b,5231,product,third_party_audit,The Vegan Society,5/19/2023,Product is registered with the Vegan Society as suitable for vegan consumption.,5dc324d9-1a77-53f2-8766-a78cc1080f3b,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
cde5eb4d-aa86-55ec-ad41-09a016cd2e6f,5232,product,certification_directory,Aquaculture Stewardship Council,6/5/2022,"Product is ASC certified, meeting responsible aquaculture standards.",4bbfedd5-3263-5bbc-93d3-4fd2a7435868,,,https://asc-aqua.org/find-a-product/
3ffffbed-a334-598e-80b4-4f3c3f8519e7,5233,product,certification_directory,OU Kosher,7/10/2022,Product is certified kosher by the Orthodox Union.,8cf25d77-5347-5151-b28b-3ace9d82d1da,,,https://oukosher.org/product-search/
e7624f44-8413-5ddb-8022-07c347cf09e5,5234,product,supplier_statement,Marine Stewardship Council,5/9/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,559ee91e-6f54-545f-80a3-0dccdd74a4ac,,,https://cert.msc.org/supplierdirectory/
a5097d89-827b-530b-8b5f-1ba0d354df59,5235,product,audit_report,The Vegan Society,4/3/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,0da944df-e775-5690-8d65-9d5b4a06f692,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
ce5f1e67-c99c-5f5e-99b7-b9a55a64e4c3,5236,product,audit_report,Rainforest Alliance,1/16/2022,Third-party audit confirms sustainable farming practices at origin.,0da944df-e775-5690-8d65-9d5b4a06f692,,,https://www.rainforest-alliance.org/find-certified/
285388eb-5198-5a54-8878-544c825a0d0b,5237,product,batch_record,Fairtrade International,8/11/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",0da944df-e775-5690-8d65-9d5b4a06f692,,,https://www.fairtrade.net/en/fairtrade-finder.html
1fee0759-710d-5755-8508-6abc7dd899c1,5238,product,batch_record,NON GMO Project,1/16/2023,Product verified non-GMO by the Non-GMO Project standard.,5e8d8c92-b0c9-5e4f-9f6a-594314470d7b,,,https://www.nongmoproject.org/find-non-gmo/
14897e3d-8a16-5c04-8b08-8effc90bfa7c,5239,product,batch_record,Marine Stewardship Council,12/15/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,5e8d8c92-b0c9-5e4f-9f6a-594314470d7b,,,https://cert.msc.org/supplierdirectory/
fefda49d-1ec8-54e7-9fe5-4ab50310b1be,5240,product,certification_directory,Aquaculture Stewardship Council,5/13/2024,"Product is ASC certified, meeting responsible aquaculture standards.",bf82b2c1-a10d-5cdf-b5e1-8bfc0c7c61bc,,,https://asc-aqua.org/find-a-product/
1636f487-6570-588f-a527-a3e474e1785c,5241,product,supplier_statement,Fairtrade International,3/5/2024,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",216225f1-dfa8-57d8-992b-749e520a8f15,,,https://www.fairtrade.net/en/fairtrade-finder.html
ee6de81f-68dc-5d51-b989-30de36f3b71e,5242,product,batch_record,Rainforest Alliance,7/5/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,a8c2cdac-500f-5981-a66e-efc81ddff902,,,https://www.rainforest-alliance.org/find-certified/
c9bfbead-6f3d-5a08-a341-cd6f0ef63690,5243,product,audit_report,OU Kosher,5/11/2024,Product is certified kosher by the Orthodox Union.,a8c2cdac-500f-5981-a66e-efc81ddff902,,,https://oukosher.org/product-search/
65028ffa-e099-5319-8894-5de75df6cce6,5244,product,certification_directory,LEAF Marque,5/5/2022,Producer holds LEAF Marque accreditation for sustainable integrated farming.,deaf42fe-4493-586a-ba05-7e91a243f63c,,,https://leaf.eco/leafmarque
7edbe276-1de0-5a02-8931-7786656ef9b1,5245,product,audit_report,NON GMO Project,1/30/2023,Product verified non-GMO by the Non-GMO Project standard.,deaf42fe-4493-586a-ba05-7e91a243f63c,,,https://www.nongmoproject.org/find-non-gmo/
2b449279-051e-5aa2-a3bf-a1d4ed68846b,5246,product,certification_directory,Red Tractor,7/23/2022,Product meets Red Tractor standards for food safety and animal welfare.,23d14860-9498-56ee-9d50-ddc213ddecf4,,,https://checkers.redtractor.org.uk/
0661fffd-7a38-5d9f-83ca-e76715ba5b65,5247,product,batch_record,Rainforest Alliance,1/23/2024,Third-party audit confirms sustainable farming practices at origin.,23d14860-9498-56ee-9d50-ddc213ddecf4,,,https://www.rainforest-alliance.org/find-certified/
8233d0a6-164c-5e4b-a055-c1bd24d75602,5248,product,audit_report,OU Kosher,4/30/2023,Product is certified kosher by the Orthodox Union.,321d492e-6a36-5514-bd67-4711dd77c146,,,https://oukosher.org/product-search/
1d33bfab-eeb2-5f7d-ba84-fb3732654742,5249,product,supplier_statement,UTZ Certified,6/12/2022,Product carries UTZ certification for sustainable commodity sourcing.,5670277e-dd9c-52e0-b304-7aeb6bdfac17,,,https://www.rainforest-alliance.org/utz/
d769f9c4-9cc8-5ea3-b4ad-9132299a9508,5250,product,certification_directory,Marine Stewardship Council,2/2/2024,Product is MSC certified as sustainably sourced from well-managed fisheries.,5670277e-dd9c-52e0-b304-7aeb6bdfac17,,,https://cert.msc.org/supplierdirectory/
496493ac-46c3-5dd6-9051-4023a66023de,5251,product,batch_record,OU Kosher,10/16/2023,Product is certified kosher by the Orthodox Union.,b1be0a9f-cbb7-55eb-9ef4-7269f8e69eca,,,https://oukosher.org/product-search/
de7c0059-f449-5236-92f7-d02957590e66,5252,product,supplier_statement,Rainforest Alliance,7/23/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,b1be0a9f-cbb7-55eb-9ef4-7269f8e69eca,,,https://www.rainforest-alliance.org/find-certified/
581d1cef-6bd6-5805-a44e-5d966d649046,5253,product,supplier_statement,Marine Stewardship Council,2/23/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,b1be0a9f-cbb7-55eb-9ef4-7269f8e69eca,,,https://cert.msc.org/supplierdirectory/
2cad4f23-15c5-511c-8601-a9eea8068a31,5254,product,batch_record,Red Tractor,11/29/2022,Product meets Red Tractor standards for food safety and animal welfare.,50a87220-7919-574f-9a72-693a53d24c06,,,https://checkers.redtractor.org.uk/
94da7b7a-28be-5297-a5c9-0377513fff49,5255,product,certification_directory,Rainforest Alliance,6/21/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,50a87220-7919-574f-9a72-693a53d24c06,,,https://www.rainforest-alliance.org/find-certified/
c2fda779-d5ed-5ae7-880a-b34f60838f71,5256,product,supplier_statement,Protected Designation of Origin,8/22/2023,Product holds Protected Designation of Origin status under EU/UK law.,50a87220-7919-574f-9a72-693a53d24c06,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
4544917f-43c0-5736-8973-fbfd0febcd9a,5257,product,audit_report,NON GMO Project,1/10/2022,Product verified non-GMO by the Non-GMO Project standard.,9c6906d1-b977-5686-8553-6e0da2d1cfff,,,https://www.nongmoproject.org/find-non-gmo/
17c63e01-368d-5e76-a7d0-3974875d88fa,5258,product,batch_record,RSPO,12/6/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,5942796e-186e-5121-b613-138f5f460455,,,https://rspo.org/search-members/supply-chain-certificate-holders/
2eac4a13-ef1f-5ef0-a4c1-9cf11e42f499,5259,product,certification_directory,Soil Association,9/12/2022,Product is certified organic by the Soil Association under EU organic standards.,65c3c1dc-aa9f-57e6-a305-9e4854ac6deb,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
5ad755ed-6afd-59b0-9c45-07760bf843f4,5260,product,audit_report,Aquaculture Stewardship Council,5/27/2023,"Product is ASC certified, meeting responsible aquaculture standards.",65c3c1dc-aa9f-57e6-a305-9e4854ac6deb,,,https://asc-aqua.org/find-a-product/
1dade45b-ea52-58d7-988d-3f35652f459a,5261,product,certification_directory,Carbon Trust,12/4/2023,Product has achieved Carbon Trust carbon neutral certification.,65c3c1dc-aa9f-57e6-a305-9e4854ac6deb,,,https://label.carbontrust.com/search
52b68838-0a28-5b03-9cc5-556f5a021415,5262,product,certification_directory,Aquaculture Stewardship Council,3/3/2022,"Product is ASC certified, meeting responsible aquaculture standards.",d2dea250-c2c1-5d51-bf16-b3e569ba23ae,,,https://asc-aqua.org/find-a-product/
5e7e50af-331d-565c-88c3-d6914c85ae3b,5263,product,supplier_statement,Carbon Trust,10/23/2023,Product has achieved Carbon Trust carbon neutral certification.,d2dea250-c2c1-5d51-bf16-b3e569ba23ae,,,https://label.carbontrust.com/search
57b6d0eb-c40c-5e91-ba13-2f4ebbac4d11,5264,product,audit_report,UTZ Certified,12/20/2023,Product carries UTZ certification for sustainable commodity sourcing.,d2dea250-c2c1-5d51-bf16-b3e569ba23ae,,,https://www.rainforest-alliance.org/utz/
08c62d2d-2871-507f-9e94-0aa0c574d603,5265,product,batch_record,Carbon Trust,8/27/2022,Product has achieved Carbon Trust carbon neutral certification.,6c9acb95-28b1-53f3-b194-b8503c0ba19f,,,https://label.carbontrust.com/search
3b6fb7d9-9f05-53d9-8c67-ae974ac0454d,5266,product,supplier_statement,Rainforest Alliance,7/26/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,6c9acb95-28b1-53f3-b194-b8503c0ba19f,,,https://www.rainforest-alliance.org/find-certified/
dfa0cc60-e86a-50e4-ba54-f31019d8f491,5267,product,supplier_statement,Soil Association,4/4/2024,Product is certified organic by the Soil Association under EU organic standards.,6c9acb95-28b1-53f3-b194-b8503c0ba19f,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
e88aad8f-b5b7-5e3a-9278-03b3cd71bd3d,5268,product,certification_directory,Rainforest Alliance,12/7/2023,Third-party audit confirms sustainable farming practices at origin.,68e79028-d138-5f55-a3f2-188d2ea586ba,,,https://www.rainforest-alliance.org/find-certified/
168e0ce7-f835-559b-8b84-dfaf3a8db3ff,5269,product,batch_record,Red Tractor,1/2/2023,Product meets Red Tractor standards for food safety and animal welfare.,68e79028-d138-5f55-a3f2-188d2ea586ba,,,https://checkers.redtractor.org.uk/
382a1933-6170-5c0f-bd79-7f34fb9f3982,5270,product,batch_record,Soil Association,12/25/2023,Product is certified organic by the Soil Association under EU organic standards.,9cdc0108-54a9-5e98-8980-ca34fa401b18,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
4c1dfb1e-680a-5b94-95ef-d8784df066d1,5271,product,batch_record,Marine Stewardship Council,7/27/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,9cdc0108-54a9-5e98-8980-ca34fa401b18,,,https://cert.msc.org/supplierdirectory/
ca5327d0-b54c-524b-ad9c-f6f0356f1d3d,5272,product,supplier_statement,Fairtrade International,7/10/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",9cdc0108-54a9-5e98-8980-ca34fa401b18,,,https://www.fairtrade.net/en/fairtrade-finder.html
eb8d5bb6-df79-5bcb-b098-6e061795ee69,5273,product,audit_report,The Vegan Society,7/11/2023,Product is registered with the Vegan Society as suitable for vegan consumption.,238f9786-60be-5e59-b49c-7bba051bd340,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
b0777890-dcbf-56da-a107-00c51883758d,5274,product,supplier_statement,Red Tractor,11/28/2022,Product meets Red Tractor standards for food safety and animal welfare.,238f9786-60be-5e59-b49c-7bba051bd340,,,https://checkers.redtractor.org.uk/
8432283c-ad4e-57ec-9a99-ba14393ff2b5,5275,product,batch_record,RSPO,10/9/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,238f9786-60be-5e59-b49c-7bba051bd340,,,https://rspo.org/search-members/supply-chain-certificate-holders/
7641f526-2ac8-52e4-b328-8f28123645c7,5276,product,audit_report,Protected Designation of Origin,3/12/2022,Product holds Protected Designation of Origin status under EU/UK law.,f57916fa-004f-5d6d-bfcd-88ab37231edc,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
adcd0ff6-7f30-5cf9-8c2b-51455c9ca991,5277,product,third_party_audit,LEAF Marque,6/8/2022,Producer holds LEAF Marque accreditation for sustainable integrated farming.,f57916fa-004f-5d6d-bfcd-88ab37231edc,,,https://leaf.eco/leafmarque
4b7be0fa-43e3-53dc-a54b-55f0784e977e,5278,product,batch_record,OU Kosher,10/30/2022,Product is certified kosher by the Orthodox Union.,f57916fa-004f-5d6d-bfcd-88ab37231edc,,,https://oukosher.org/product-search/
936a092b-4049-53ae-b9b3-392271bb6604,5279,product,batch_record,OU Kosher,1/1/2022,Product is certified kosher by the Orthodox Union.,78cca17a-9ab9-5129-955e-1d1868f9d867,,,https://oukosher.org/product-search/
9048fb4b-30fb-570f-95a0-06513bbc6384,5280,product,third_party_audit,Aquaculture Stewardship Council,1/24/2023,"Product is ASC certified, meeting responsible aquaculture standards.",78cca17a-9ab9-5129-955e-1d1868f9d867,,,https://asc-aqua.org/find-a-product/
47992c1f-084a-5359-9f36-b6ff66a7f2a9,5281,product,supplier_statement,Soil Association,3/5/2024,Product is certified organic by the Soil Association under EU organic standards.,daefd259-0dfc-5ab6-9b19-2b863f838aef,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
0e2e2b6c-bfa4-533d-9ee0-fbdf7d952ed3,5282,product,third_party_audit,Fairtrade International,9/2/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",daefd259-0dfc-5ab6-9b19-2b863f838aef,,,https://www.fairtrade.net/en/fairtrade-finder.html
8d38090c-e284-5f19-9fbe-941c0eca39b5,5283,product,supplier_statement,RSPO,1/9/2024,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,daefd259-0dfc-5ab6-9b19-2b863f838aef,,,https://rspo.org/search-members/supply-chain-certificate-holders/
d6740ece-7b0e-54b7-97ce-d68818157f24,5284,product,third_party_audit,UTZ Certified,4/18/2024,Product carries UTZ certification for sustainable commodity sourcing.,8f43030d-42c5-5c6e-a9d5-00e93037a0aa,,,https://www.rainforest-alliance.org/utz/
e82c63d9-cd9d-5d1d-a180-062e049bbb92,5285,product,batch_record,Red Tractor,2/24/2024,Product meets Red Tractor standards for food safety and animal welfare.,5bf6eee8-0fc0-541d-ad9c-d0aa3bc7a6d8,,,https://checkers.redtractor.org.uk/
17c58cd0-204b-52cc-8204-8afe3949cd49,5286,product,third_party_audit,OU Kosher,6/7/2022,Product is certified kosher by the Orthodox Union.,5bf6eee8-0fc0-541d-ad9c-d0aa3bc7a6d8,,,https://oukosher.org/product-search/
4d7f6355-29e5-5093-8a74-d91b815d2e77,5287,product,supplier_statement,Marine Stewardship Council,4/24/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,57d8a259-e736-5422-b74e-287108555535,,,https://cert.msc.org/supplierdirectory/
74940194-ad6c-5e40-aa62-7d9151094c5e,5288,product,certification_directory,Aquaculture Stewardship Council,6/20/2023,"Product is ASC certified, meeting responsible aquaculture standards.",57d8a259-e736-5422-b74e-287108555535,,,https://asc-aqua.org/find-a-product/
4748d2d0-07f4-5bfb-b938-0b57413406b6,5289,product,certification_directory,NON GMO Project,2/14/2022,Product verified non-GMO by the Non-GMO Project standard.,57d8a259-e736-5422-b74e-287108555535,,,https://www.nongmoproject.org/find-non-gmo/
064760ad-4af4-536b-a9c0-71de43c010f0,5290,product,certification_directory,Soil Association,7/26/2022,Product is certified organic by the Soil Association under EU organic standards.,8526487d-c22e-5a63-a39f-735285f2ae0b,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
0d5bed5f-da3d-530f-933e-3cfe79e8b788,5291,product,audit_report,The Vegan Society,4/12/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,add817e0-489e-5f55-9bf6-c4c6b2307834,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
37bec1db-7a0b-5e69-86a6-865394a94ef9,5292,product,batch_record,RSPO,11/5/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,ce9d2b2c-f82a-5271-a442-d26b778a8367,,,https://rspo.org/search-members/supply-chain-certificate-holders/
b0ec7387-2f7c-5faa-852d-98a036ed70a7,5293,product,third_party_audit,OU Kosher,9/20/2022,Product is certified kosher by the Orthodox Union.,a008d049-0022-5eb6-94b2-ba335a463f1d,,,https://oukosher.org/product-search/
ae0145ac-a713-55c2-9f6d-f29071783926,5294,product,certification_directory,RSPO,1/11/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,a008d049-0022-5eb6-94b2-ba335a463f1d,,,https://rspo.org/search-members/supply-chain-certificate-holders/
77c9d417-c005-59ea-bcc3-85cae3436896,5295,product,certification_directory,RSPO,1/14/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,00066904-c12e-522e-abc6-ea4923c12812,,,https://rspo.org/search-members/supply-chain-certificate-holders/
ec0fa2b1-6697-5234-b9b2-16d8a0b9f700,5296,product,batch_record,UTZ Certified,5/2/2024,Product carries UTZ certification for sustainable commodity sourcing.,8e9fb637-abed-535e-9a95-737f7d74857c,,,https://www.rainforest-alliance.org/utz/
