product_uuid,product_id,name,category,description,qr_token
437a1793-278e-58f9-901e-e03cf882cf5d,75032814,corona extra,beer & cider,corona extra by Corona,75032814
b153e43e-0be1-5895-a5ff-e560c42f0d0d,5056025440432,Punk IPA,beer & cider,Punk IPA by Brewdog,5056025440432
23b3528d-da5b-5ac6-900f-19d9417942c6,5056025434523,Hazy Jane,beer & cider,Hazy Jane by Brewdog,5056025434523
dfd05a0c-7059-598a-860a-9310484969b5,5014379012873,"Stella Artois, 4,6%",beer & cider,"Stella Artois, 4,6% by Stella Artois",5014379012873
cfd9a04f-03d4-5017-b109-964981444242,8410076491602,Fajita Seasoning Mix,spices & herbs,Fajita Seasoning Mix by Old El Paso,8410076491602
f3ccab7d-fdc3-5cdf-a798-59db2bb07faf,5000225005816,Chilli Con Carne,spices & herbs,Chilli Con Carne by Schwartz,5000225005816
cc054131-2580-5efb-8b52-935dc5607339,5000184221241,Knorr All Purpose Seasoning Aromat,spices & herbs,Knorr All Purpose Seasoning Aromat by Knorr,5000184221241
248e3615-fc44-534f-9a16-fbe3b0509433,5000254020323,Madagascan Vanilla Extract,spices & herbs,Madagascan Vanilla Extract by Dr. Oetker,5000254020323
c05ccba2-58a2-58fb-8891-46cb19210fd7,667803000707,Mustard powder imp,spices & herbs,"Mustard powder imp by Colman's,Unilever",667803000707
ea7da9b5-2197-5c07-bdb5-05a33f8a0200,25638710022,Pure Vanilla Extract,spices & herbs,Pure Vanilla Extract by Nielsen-Massey,25638710022
f3033690-ac8b-5882-8d30-b28526141eb9,5011308000338,Balti Paste 283G,spices & herbs,Balti Paste 283G by Patak’s,5011308000338
8d707edc-fc8a-5ece-b07b-af3d5ae2b4c8,5900862213530,Black Peppercorns,spices & herbs,"Black Peppercorns by Sainsbury's, Winiary",5900862213530
e81051af-8164-5448-ba00-7021d74e7565,96081280,Madagascan Vanilla,spices & herbs,Madagascan Vanilla by Dr. Oetker,96081280
3649a95e-da06-5666-8168-6902c344cf73,8410076491893,Taco Seasoning Mix,spices & herbs,Taco Seasoning Mix by Old El Paso,8410076491893
bb2ee452-9a89-5f9a-aeeb-dd392297064a,5052675000989,Thai Green Curry,spices & herbs,Thai Green Curry by The Spice Tailor,5052675000989
4292a6ca-fcc1-54c4-badf-4f91d953d5f7,5000147035038,Nescafe Gold Blend Instant Coffee 200g,coffee,Nescafe Gold Blend rich roast instant coffee 200g,5000147035038
ca9566da-ce53-59f7-a21d-2e92a7d08f08,5010029002539,Kenco Smooth Instant Coffee 100g,coffee,Kenco smooth medium roast instant coffee 100g,5010029002539
7baf236b-f99a-52bc-9e1a-67033cbd91a6,5000308007921,Taylors of Harrogate Rich Italian Ground Coffee 227g,coffee,Taylors of Harrogate rich Italian ground coffee 227g,5000308007921
b190592f-736e-5c0a-bd32-c8bcdbc4161d,5000147095612,Nescafe Original Instant Coffee 300g,coffee,Nescafe original instant coffee 300g,5000147095612
94beb2df-d692-58ac-9e8a-cb0d4faea16a,5010029007145,Kenco Millicano Americano Instant Coffee 100g,coffee,Kenco Millicano wholebean instant americano 100g,5010029007145
ea8bb8f2-9e03-52fa-81a2-60e7054280ef,7622210449283,Cadbury Dairy Milk Chocolate Bar 110g,chocolate,Cadbury Dairy Milk milk chocolate bar 110g,7622210449283
25eec045-4df6-5cf2-a3d6-85f4372cf0b5,7622210951403,Cadbury Roses Chocolate Box 187g,chocolate,Cadbury Roses assorted milk chocolate box 187g,7622210951403
426dc15a-1cf2-51e7-a9d7-7b940e17c96f,5000159461122,Galaxy Smooth Milk Chocolate 110g,chocolate,Galaxy smooth creamy milk chocolate bar 110g,5000159461122
d186d304-978c-5a34-b7dd-c43cefd2cabc,5000159484060,Galaxy Ripple Chocolate Bar 33g,chocolate,Galaxy Ripple milk chocolate bar 33g,5000159484060
6959bb72-0bb0-5d80-bc26-d38892544b10,7622210716156,Milka Alpine Milk Chocolate 100g,chocolate,Milka Alpine milk chocolate bar 100g,7622210716156
4c80a3bd-fa61-5156-a136-2038c625c5f3,5000112548167,Green and Black's Organic Dark 70% Chocolate 90g,chocolate,Green and Black's organic dark 70% chocolate bar 90g,5000112548167
40899539-5677-5b43-a9f1-2c2a323d299b,5000315024241,PG Tips Original 80 Tea Bags,tea,PG Tips original black tea bags 80 pack,5000315024241
fbc0933d-8b57-59b1-ace4-37c603f3522f,5000315626008,PG Tips Decaf 80 Tea Bags,tea,PG Tips decaffeinated black tea bags 80 pack,5000315626008
fee3dddd-771b-5c79-9808-0e1a9147abeb,5000517282204,Clipper Organic Everyday Tea 80 Bags,tea,Clipper organic everyday fairtrade tea bags 80 pack,5000517282204
0581b18e-ce79-5bc3-9abd-caf6806ca89c,5000663141236,Tropicana Original Orange Juice 1.35L,fruit juice,Tropicana original squeezed orange juice 1.35L,5000663141236
4aebbd32-f0e9-5b7a-ab9b-c8c64ff1e561,5000663106655,Tropicana Smooth Orange Juice 850ml,fruit juice,Tropicana smooth orange juice no bits 850ml,5000663106655
db3696e1-0961-5cc4-bb4f-df7ed1e8d990,5000107006101,Innocent Orange Juice 900ml,fruit juice,Innocent pure squeezed orange juice 900ml,5000107006101
6b6213c4-72e8-5180-9421-31ff0d6cfdac,5000107006286,Innocent Apple Juice 900ml,fruit juice,Innocent pure pressed cloudy apple juice 900ml,5000107006286
8567653d-7e9b-5f09-aaae-5a926dd05c7f,5000393007009,Tesco Spaghetti 500g,pasta & rice,Tesco dried spaghetti pasta 500g,5000393007009
e147fa49-0efb-53ce-a338-223794156337,5000393007016,Tesco Penne 500g,pasta & rice,Tesco dried penne rigate pasta 500g,5000393007016
47240515-76ae-5ff0-a692-1f545459ed40,5000393007023,Tesco Fusilli 500g,pasta & rice,Tesco dried fusilli pasta 500g,5000393007023
b68b046c-2e66-5d5b-b238-6d5b134f00d7,5051007069858,Sainsbury's Spaghetti 500g,pasta & rice,Sainsbury's dried spaghetti pasta 500g,5051007069858
be046c34-d3ad-51e3-b7f9-c014c5c055e7,5051007069865,Sainsbury's Penne 500g,pasta & rice,Sainsbury's dried penne pasta 500g,5051007069865
3f341112-29a0-5294-a573-dbfd02d38c78,5000393010009,Tesco Easy Cook Long Grain Rice 1kg,pasta & rice,Tesco easy cook long grain white rice 1kg,5000393010009
2e829805-0fa2-57f8-bba7-b0d818f07e3f,5051007069902,Sainsbury's Long Grain Rice 1kg,pasta & rice,Sainsbury's long grain white rice 1kg,5051007069902
656f509d-125b-5828-b75e-71084a11d23b,5010384150131,Uncle Ben's Long Grain Rice 500g,pasta & rice,Uncle Ben's easy cook long grain rice 500g,5010384150131
b17fb416-7985-556b-93a4-624e3bd5fe22,5000393007030,Tesco Tagliatelle 500g,pasta & rice,Tesco dried egg tagliatelle pasta 500g,5000393007030
b22cc153-8dd1-5851-8560-ef5821043cc3,5051007069879,Sainsbury's Macaroni 500g,pasta & rice,Sainsbury's dried macaroni pasta 500g,5051007069879
03b513b6-181e-5e4c-9244-051a9cf1a647,5000393023306,Tesco Corn Flakes 500g,bread & cereals,Tesco corn flakes breakfast cereal 500g,5000393023306
e80db4a4-151f-5928-8454-bde22490b069,5000393023313,Tesco Porridge Oats 1kg,bread & cereals,Tesco Scottish porridge oats 1kg,5000393023313
0d23c701-f2b2-5376-9807-84a55f974499,5010029200015,Quaker Oats Original 1kg,bread & cereals,Quaker original rolled oats 1kg,5010029200015
5406a454-a761-50b9-8daf-ccbe07719c1b,8710908500879,Kellogg's Corn Flakes 500g,bread & cereals,Kellogg's original corn flakes cereal 500g,8710908500879
fd623195-7a13-5d74-86f1-f13941a88c95,5000393094085,Tesco Granola Honey and Oat 500g,bread & cereals,Tesco honey and oat granola breakfast cereal 500g,5000393094085
a7857eab-9d46-58c6-b0e3-d6a75e61c8c8,5051007009573,Sainsbury's Mature Cheddar 400g,dairy,Sainsbury's mature British cheddar cheese 400g,5051007009573
29db674b-944f-57be-af22-f6f8b6ec8e70,5051007009580,Sainsbury's Mild Cheddar 400g,dairy,Sainsbury's mild British cheddar cheese 400g,5051007009580
9437b8b9-4a85-59a2-8da2-d1065f2ce4ca,5000393109031,Tesco Whole Milk 2 Pints,dairy,Tesco British whole milk 2 pints 1.136L,5000393109031
6f79d750-375a-5390-abe2-10d806b13c5d,5051007005476,Sainsbury's Semi-Skimmed Milk 4 Pints,dairy,Sainsbury's British semi-skimmed milk 4 pints 2.272L,5051007005476
0cbcc2d1-979c-5e7a-88a1-858a7bea5c17,49568,John West Tuna Chunks in Brine 4 Pack,fish & seafood,John West tuna chunks in brine 4x145g,49568
577541a5-d78d-5379-b8e4-09aee3a5181c,5000393017411,Tesco Salmon Fillets 2 Pack,fish & seafood,Tesco Scottish salmon fillets skin-on 2 pack 240g,5000393017411
9152c7ac-0fe5-5818-8005-55f4539f702e,5051007008903,Sainsbury's Cod Fillets 2 Pack,fish & seafood,Sainsbury's boneless cod fillets 2 pack 280g,5051007008903
31ceb176-5b65-59e4-849d-c3112a6faeb2,5000393017404,Tesco Fish Fingers 10 Pack,fish & seafood,Tesco crispy battered fish fingers 10 pack 280g,5000393017404
4dbe7a09-8b06-551b-a6b5-51bf5faa225b,5051007008910,Sainsbury's Mackerel Fillets in Tomato Sauce,fish & seafood,Sainsbury's mackerel fillets in tomato sauce 125g,5051007008910
35b5d23e-debd-50d0-9da5-8f4f252afb07,5000393017428,Tesco Smoked Salmon 100g,fish & seafood,Tesco Scottish smoked salmon slices 100g,5000393017428
02f92b2c-8956-525c-bd6e-1c50f67c215f,5010384094199,John West Sardines in Tomato Sauce 120g,fish & seafood,John West sardines in rich tomato sauce 120g,5010384094199
f601afe5-6ca8-56ee-90fd-051543b96fb1,5010384094205,John West Tuna Chunks in Sunflower Oil 145g,fish & seafood,John West tuna chunks in sunflower oil 145g,5010384094205
fb1ab256-4435-5df1-9cb1-eb9d4f864c2b,5051007008927,Sainsbury's Tuna Steak in Spring Water 2x130g,fish & seafood,Sainsbury's tuna steaks in spring water 2x130g,5051007008927
145e1278-84e0-528d-81ba-6b6ca1f21af4,5000393017435,Tesco Haddock Fillets 2 Pack,fish & seafood,Tesco boneless haddock fillets 2 pack 280g,5000393017435
dc4050d5-8f94-5a01-8016-4692ae68f4a5,5051007062071,Sainsbury's Prawn Cocktail 150g,fish & seafood,Sainsbury's cooked and peeled cold water prawns 150g,5051007062071
0d3c7431-2f46-53ec-8606-518beffc86e9,5051007007174,Sainsbury's Chopped Tomatoes 400g,canned goods,Sainsbury's Italian chopped tomatoes in juice 400g,5051007007174
e5a4e723-6fb8-5787-b570-4a0d8f65002f,5000393049062,Tesco Baked Beans in Tomato Sauce 420g,canned goods,Tesco baked navy beans in tomato sauce 420g,5000393049062
439f697a-d4e5-5fd7-840b-63550bb28e3e,5000167023023,Heinz Baked Beanz 415g,canned goods,Heinz baked navy beans in tomato sauce 415g,5000167023023
fda4a8cc-e566-59dc-980b-ae6554a20efb,5051007007181,Sainsbury's Chickpeas 400g,canned goods,Sainsbury's chickpeas in water 400g,5051007007181
2538afef-4849-5891-a325-280a613c5a36,5000393049079,Tesco Red Kidney Beans 400g,canned goods,Tesco red kidney beans in water 400g,5000393049079
75f5fe44-7053-593d-a240-8b9528ffc2fd,5051007007198,Sainsbury's Lentils 400g,canned goods,Sainsbury's green lentils in water 400g,5051007007198
4f8ef1b5-6bcc-5371-8c29-4e0875a531d8,5051007011309,Sainsbury's Roasted Salted Cashews 200g,nuts & seeds,Sainsbury's roasted and salted cashew nuts 200g,5051007011309
ffa43b1d-0d10-5883-bdfd-921514e27394,5051007011316,Sainsbury's Mixed Nuts 200g,nuts & seeds,Sainsbury's mixed roasted and salted nuts 200g,5051007011316
c721cf7b-e2fc-55ca-90f0-46d8a3d86672,5051007011323,Sainsbury's Roasted Salted Peanuts 300g,nuts & seeds,Sainsbury's roasted and salted peanuts 300g,5051007011323
d8d1bef9-ce42-5af9-9c04-fc550a2fe9fb,5000393056220,Tesco Mixed Nuts 200g,nuts & seeds,Tesco roasted mixed nuts 200g,5000393056220
a1a8a130-7200-5974-a918-0e1a375423ac,5000393056237,Tesco Almonds 200g,nuts & seeds,Tesco blanched whole almonds 200g,5000393056237
6e0028a3-2753-59f2-a59f-e404fe9a9f1e,5000393056244,Tesco Walnuts 200g,nuts & seeds,Tesco walnut halves 200g,5000393056244
260a1874-2495-598f-ac9a-6664aa2bf7b3,5051007011330,Sainsbury's Brazil Nuts 200g,nuts & seeds,Sainsbury's whole Brazil nuts 200g,5051007011330
901bc879-8116-5222-aa5d-3f40a47bb5ac,87157,Heinz Tomato Ketchup 460g,condiments,Heinz tomato ketchup squeezy bottle 460g,87157
75a30741-3e8b-55ed-b544-120d83fab5f9,5000393060302,Tesco Tomato Ketchup 460g,condiments,Tesco tomato ketchup 460g,5000393060302
2d679fa7-22ed-5bf0-80d6-4bbf6de4a706,5000393060319,Tesco Soy Sauce 150ml,condiments,Tesco dark soy sauce 150ml,5000393060319
c372838f-f176-58b5-b824-e447e4614b20,5051007015369,Sainsbury's Pesto Genovese 190g,condiments,Sainsbury's classic basil pesto alla Genovese 190g,5051007015369
e425f008-fb36-5707-84ed-c1cbe95477e7,5000393060326,Tesco Sriracha Chilli Sauce 215g,condiments,Tesco sriracha hot chilli sauce 215g,5000393060326
732bce27-afeb-5aef-81d1-3c351228d091,5051007015376,Sainsbury's Wholegrain Mustard 180g,condiments,Sainsbury's wholegrain mustard 180g,5051007015376
4d93ba79-4f41-5c89-a87c-d684989dadf8,5051007012337,Sainsbury's Strawberry Jam 340g,jams & spreads,Sainsbury's strawberry jam 340g,5051007012337
5ee10789-cc05-5572-b2c7-1505e4fe0e4e,5051007012344,Sainsbury's Raspberry Jam 340g,jams & spreads,Sainsbury's raspberry jam 340g,5051007012344
67a4fc62-dcf6-589f-a1bb-c62deb9e13a1,5000393090124,Tesco Strawberry Jam 454g,jams & spreads,Tesco strawberry jam 454g,5000393090124
427ba315-0d2f-5483-acfa-a96183bfcfd2,5051007012351,Sainsbury's Marmalade Fine Cut 454g,jams & spreads,Sainsbury's fine cut Seville orange marmalade 454g,5051007012351
de00d978-3c4c-57fc-9315-69100061fa6c,5051007063085,Sainsbury's Garden Peas 900g,frozen vegetables,Sainsbury's British frozen garden peas 900g,5051007063085
4cdd34f7-d9ad-5967-b141-e5e41f232c3d,5000393072979,Tesco Frozen Mixed Vegetables 900g,frozen vegetables,Tesco frozen mixed vegetables carrots peas sweetcorn 900g,5000393072979
428fc8cc-d042-53d2-9b4e-05aecb06dbe5,5000128460965,Pepsi Max 330ml Can,soft drinks,Pepsi Max no sugar cola 330ml can,5000128460965
25486be2-ebd8-5a7d-b4b9-81b55d991404,5000128460972,Pepsi Original 330ml Can,soft drinks,Pepsi original cola carbonated soft drink 330ml,5000128460972
6281f2ce-ec4e-5531-9ce4-51e5c93512a6,5000128461009,7UP Free 330ml Can,soft drinks,7UP free sugar-free lemon and lime drink 330ml,5000128461009
ead09ed8-1c5c-5c87-b1dd-96b3f46868f5,5000128461016,Fanta Orange 330ml Can,soft drinks,Fanta orange flavour fizzy drink 330ml,5000128461016
88b01c5b-56eb-5901-a5f4-ed581728e3d8,5000204002773,Ribena Blackcurrant Carton 500ml,soft drinks,Ribena blackcurrant juice drink 500ml,5000204002773
bad98d9b-4e91-5923-a954-1c1764c550b7,5000204002780,Robinsons Orange Squash 1L,soft drinks,Robinsons orange squash no added sugar 1L,5000204002780
fce8f192-a8e8-55aa-af70-cb23af658d0b,5000204002797,Robinsons Blackcurrant Squash 1L,soft drinks,Robinsons blackcurrant squash no added sugar 1L,5000204002797
d4d906b9-3553-52ae-a1df-3188bc1844c0,5010251060930,M&S Found Sauvignon Blanc 75cl,wine,M&S Found South African Sauvignon Blanc white wine 75cl,5010251060930
27694370-16ae-55b0-9b23-8945295268a3,5010251060947,M&S Found Malbec 75cl,wine,M&S Found Argentinian Malbec red wine 75cl,5010251060947
597fc0b7-11ca-52a9-a65b-187bedb2f7c4,5000291000019,Blossom Hill Pinot Grigio 75cl,wine,Blossom Hill Italian Pinot Grigio white wine 75cl,5000291000019
1e8a3afe-8626-5569-9359-c9f41cb88845,5000291000026,Blossom Hill Red 75cl,wine,Blossom Hill Californian red wine 75cl,5000291000026
9a92134c-64a8-52d4-9bc7-d427e11e157f,5051007054587,Sainsbury's Taste the Difference Rioja Reserva 75cl,wine,Sainsbury's Taste the Difference Spanish Rioja Reserva red wine 75cl,5051007054587
85dfacaf-0018-5f68-b060-ba2e8f7f3018,5000050011073,Stella Artois Lager 4x440ml,beer & cider,Stella Artois Belgian lager 4.6% 4x440ml cans,5000050011073
3549676c-da77-5dd0-b244-ccf44bacc519,5000213001168,Guinness Draught Stout 4x440ml,beer & cider,Guinness draught stout 4.1% 4x440ml cans,5000213001168
396c7a99-0fed-5294-a174-d7a86d5ad105,5000213001175,Budweiser Lager 4x440ml,beer & cider,Budweiser American lager 4.5% 4x440ml cans,5000213001175
4bbd0583-496d-54de-87ec-73c9821a158a,5060049680064,BrewDog Punk IPA 4x330ml,beer & cider,BrewDog Punk IPA pale ale 5.4% 4x330ml cans,5060049680064
90be0b72-53e8-5485-972a-1063ebe5cba6,5023290005657,Strongbow Original Cider 4x440ml,beer & cider,Strongbow original dry cider 5% 4x440ml cans,5023290005657
85a9d2bd-f2df-5c17-a6b7-aa7c5d7c8916,5000213001182,Fosters Lager 4x440ml,beer & cider,Fosters Australian lager 4% 4x440ml cans,5000213001182
a05bec0a-81f5-5448-b44e-a38874c3cf5f,5000393068023,Tesco Ground Turmeric 38g,spices & herbs,Tesco ground turmeric spice 38g,5000393068023
