node_uuid,node_id,org_name,role,country,city
e0c94677-d70b-564b-b061-0794654dec40,2280,Riverside Cultivators,farm,germany,
130ed201-8a43-5ef6-8220-3182bcc803a2,2281,Continental Flour Co,mill,canada,
8ece5e69-aae4-5d52-8eb4-3d6c38c17f16,2282,Durum Processing Co,mill,canada,
b55c305b-05e3-59e8-a26e-9f72ce90f4cd,2283,Iberian Food Industries,factory,united kingdom,
f383678c-73df-5fe6-a80f-d7c27d3b07d9,2284,British Food Processing,factory,united states,
993f6923-99bc-5333-b9e6-74a34be70ddb,2285,Highland Fields,farm,germany,
fc354811-6cdf-5d8d-821a-f730aec292fe,2286,Allied Grain Millers,mill,germany,
c7087489-674e-5b5f-bc04-df3b022379c0,2287,British Milling Group,mill,canada,
7bc2ea0e-dea6-5d4e-b40d-20f28bb34c2a,2288,Nordic Consumer Goods,factory,canada,
9b52a542-7de5-5f0e-aa26-fc77b7c53121,2289,Continental Confections,factory,germany,
178e874b-4ce8-52ba-b5b4-4b1b22394204,2290,Highland Fields,farm,germany,
45a81e48-f494-5a6f-8468-5951835d3e22,2291,Allied Grain Millers,mill,australia,
1d6ee05d-a219-5577-b3fe-f7af4b5ff008,2292,Allied Grain Millers,mill,united kingdom,
f4bb895f-0c8a-578d-8ba1-2cfb4d10a266,2293,Continental Confections,factory,france,
829eb738-c2af-5c6a-8c4a-b02721bc4797,2294,British Food Processing,factory,france,
cd43bd8e-b95b-5c54-b912-313dfab0e5a4,2295,Peak District Farms,farm,canada,
59ba82a5-d3c9-596e-8413-75e1bd0d8a63,2296,Allied Grain Millers,mill,australia,
d9219d5e-ca93-5f60-beb1-507dcd8458a8,2297,British Milling Group,mill,united states,
d4abf228-4534-5087-9b29-ddb062c90041,2298,British Food Processing,factory,canada,
9dc3fb4a-2069-57a7-8f9a-ed38e82af2f2,2299,European Foods Manufacturing,factory,canada,
94615d15-b37d-58c0-9c8d-ec54602e5f15,2300,Highland Fields,farm,united kingdom,
ceae90ed-13dc-5289-b275-276c3f165acf,2301,British Milling Group,mill,australia,
b42e4793-363a-59f7-b022-be1a37ecac14,2302,Durum Processing Co,mill,canada,
8f50249e-2a6d-5ec8-8b36-7fc5431875b6,2303,Iberian Food Industries,factory,france,
56e3b8aa-0cd4-53c0-a288-a733d16d3d5f,2304,Continental Confections,factory,australia,
e649bcb5-90da-52e4-a679-dc06eabf1c2a,2305,Sunrise Agricultural,farm,united kingdom,
d6f1be01-fb59-5e51-9068-a11950cb0199,2306,Nordic Mills,mill,united kingdom,
a0a3eeea-6afe-5dc1-8835-8e5743227ddf,2307,Durum Processing Co,mill,australia,
e1cc9dc9-36ff-5ca4-a1e6-75c39b770f07,2308,Nordic Consumer Goods,factory,germany,
176a01e0-09cd-5d06-ba80-e7c06552be29,2309,European Foods Manufacturing,factory,france,
b41dab07-6333-5b2e-8a02-ab946077120d,2310,Highland Fields,farm,canada,
64378424-1845-5b83-8992-a28f17a80518,2311,Nordic Mills,mill,france,
5f4cbda9-2a11-5361-beb8-ef8f40e64a3f,2312,Durum Processing Co,mill,france,
00039228-5d6e-5561-b98c-53bbbf7329ef,2313,British Food Processing,factory,canada,
9d33dc68-8d63-5e8b-b68a-815cf2f9e42b,2314,British Food Processing,factory,australia,
2013052e-4378-55a3-b7d5-1c536c30ddbe,2315,Meadowbrook Farm,farm,france,
2a081621-7991-5754-8a6c-6a7e266b776d,2316,Mulino del Sole,mill,france,
1bf11620-8841-5430-b421-c11e656a02db,2317,Durum Processing Co,mill,germany,
1d90c8d1-bc78-576b-a921-1cb1d73f82b4,2318,Nordic Consumer Goods,factory,australia,
5b62b705-18a6-50d3-8884-787457180dd2,2319,Alpine Production Group,factory,united states,
ecb0090a-504a-5807-96a0-3153fa3853cf,2320,Highland Fields,farm,france,
a53df0ae-f7d5-557d-a38a-530a3954c5e5,2321,Glanbia Processing,dairy processor,germany,
b321611a-5f86-5cd7-bde8-08f678e86a13,2322,Muller Dairy,dairy processor,denmark,
c0ca3701-7177-5a93-800a-66c951358768,2323,Sunrise Agricultural,farm,ireland,
71b85d57-1335-5535-9057-e5dbaa811ffa,2324,Graham's Family Dairy,dairy processor,denmark,
2365910a-4339-5c9d-84bc-a75999bfb5b0,2325,Graham's Family Dairy,dairy processor,denmark,
8cdf06d3-7d4d-5c4c-8a26-ea90bc70697c,2326,Cedar Grove Estate,farm,france,
4566d342-01e1-5095-b7f2-9247e2e3d1a7,2327,Lactalis UK,dairy processor,united kingdom,
20386717-cbc8-534c-a010-6b40890439c7,2328,Dale Farm Ltd,dairy processor,netherlands,
b5242538-6a9f-5bed-82ba-6d71e99c462c,2329,Cedar Grove Estate,farm,germany,
9fb56a0d-ba0c-595e-836c-8c446cfc5c39,2330,Muller Dairy,dairy processor,netherlands,
53bc08c3-4bb2-5da9-b670-404319218312,2331,Dale Farm Ltd,dairy processor,germany,
d25c0503-38c6-5a7c-ac0f-fd4ed1b82081,2332,Sunrise Agricultural,farm,ireland,
54105669-2e08-50e1-8b76-7c2947f3eda2,2333,Graham's Family Dairy,dairy processor,netherlands,
3b81dcb4-4289-53fd-bae0-3505a37db1fb,2334,Glanbia Processing,dairy processor,netherlands,
b000829b-3504-50ca-ae7a-51d906c501b5,2335,Evergreen Growers,farm,france,
119162f8-072f-5821-a8da-c0ad46ed2a0c,2336,Glanbia Processing,dairy processor,france,
07ca221b-7a96-5d18-8f6c-83772a61e912,2337,Graham's Family Dairy,dairy processor,ireland,
66834a45-88cb-5a63-b2b5-2e347f7cd54e,2338,Riverside Cultivators,farm,denmark,
be23b564-c578-5a68-a58f-203d3d45a4a7,2339,Glanbia Processing,dairy processor,ireland,
1fe0313d-853f-59ad-86de-3ccad2523b9b,2340,Lactalis UK,dairy processor,denmark,
e945fccd-865e-57a1-a240-95e3aaa11c0d,2341,Sunrise Agricultural,farm,france,
f102c954-39d7-536e-98a1-8cd235b3814a,2342,Dale Farm Ltd,dairy processor,denmark,
b70a09f6-382c-5940-92b8-266a8a3c5084,2343,Dale Farm Ltd,dairy processor,denmark,
c1474eaf-a542-598c-a873-7535da575175,2344,Peak District Farms,farm,denmark,
cfdbacbc-d5b9-5f45-aa7f-e42aac1fa948,2345,Graham's Family Dairy,dairy processor,ireland,
2461cffe-f97c-5d55-bc60-130c4c2400a8,2346,Dale Farm Ltd,dairy processor,france,
4d6a4bc7-566f-56ef-ad06-fb68dbcd172a,2347,Cedar Grove Estate,farm,ireland,
fabd08c3-ae3f-5a77-8a1a-7cb5d80be8c8,2348,Graham's Family Dairy,dairy processor,france,
0d32bc31-5a59-5514-9bbe-945f9f41605e,2349,Lactalis UK,dairy processor,germany,
d09c8560-c809-5a98-9652-8cd31929456a,2350,Peak District Farms,farm,brazil,
861c8ddd-660b-5193-bae5-7ef4ef3abe87,2351,Dunbia Processing,abattoir,ireland,
bf2e477d-25dc-5d52-9933-2df236c69975,2352,Dunbia Processing,abattoir,france,
e20ea1e8-abac-5d07-b302-d07c20717a38,2353,Nordic Seafood Processing,processor,france,
6eb6e0b4-8554-50f9-8a9c-5e91f433c0ad,2354,Spice Masters Ltd,processor,denmark,
6597b7bc-41c7-5b77-b0fe-38b415265516,2355,Evergreen Growers,farm,united kingdom,
d8cae2f6-3ab8-5592-9cfa-34986fc41d79,2356,ABP Food Group,abattoir,denmark,
29bb450c-9269-5cec-8f12-46e428061192,2357,Dawn Meats UK,abattoir,ireland,
a7fb10cb-d24e-5cb9-ad2f-27a6658f05ca,2358,Nordic Seafood Processing,processor,united kingdom,
98af1751-d056-5e34-b9f5-ccffb735f1cf,2359,Pacific Processors Inc,processor,denmark,
32545d5e-b2a9-53a4-bfe6-67827a1459ff,2360,Peak District Farms,farm,brazil,
c27631bd-1176-55ff-8fcd-614785fe3c33,2361,Dunbia Processing,abattoir,france,
351354da-2602-5578-8683-420ecfc4086b,2362,ABP Food Group,abattoir,ireland,
e2e3ba21-b1c1-5e93-a0b8-d51bfd54db8c,2363,Pacific Processors Inc,processor,denmark,
bb597663-1f34-504f-917d-b1706a74d055,2364,Continental Herbs Ltd,processor,denmark,
6ac42b6a-5156-5c28-a1bc-88b4d6c5fcac,2365,Blue Ridge Farm,farm,denmark,
3512d6cb-612b-5fcb-b5bb-93ebd8975574,2366,Dunbia Processing,abattoir,ireland,
1dbb845b-5d00-511e-84ba-90471aac912c,2367,Dawn Meats UK,abattoir,united kingdom,
35a9f4ef-ee8f-5b65-a07b-48b991019355,2368,Continental Herbs Ltd,processor,brazil,
9d6d2320-1bd5-545d-9b4f-b0da8702380d,2369,Continental Herbs Ltd,processor,germany,
ff7239f6-2f84-5588-8e4a-dfbee9e56474,2370,Golden Harvest Co,farm,brazil,
4384791d-610f-54e6-9873-7cc926fb274c,2371,Dunbia Processing,abattoir,denmark,
5c0068c7-a0a8-500f-a49b-3608f15eb7a6,2372,Foyle Food Group,abattoir,united kingdom,
715074f5-b70e-5de7-85c0-5e2d17647a20,2373,Pacific Processors Inc,processor,united kingdom,
068e5c17-83bf-5147-b3b9-f33a54d2167c,2374,Spice Masters Ltd,processor,germany,
36ce4a9a-dc43-52bc-be02-01e91d339988,2375,Evergreen Growers,farm,germany,
dc53b964-0475-5064-9a33-509ac2529613,2376,Dawn Meats UK,abattoir,germany,
497b9578-55cb-5c16-9410-ee057ae5dd4d,2377,Dawn Meats UK,abattoir,ireland,
395bfade-da41-508a-87ca-2aba750721cd,2378,Nordic Seafood Processing,processor,denmark,
ad6802c0-2994-5396-8044-86257a7a90ea,2379,Pacific Processors Inc,processor,brazil,
fa68e4d3-2a00-549b-bda8-b18e502405f3,2380,Green Valley Farm,farm,germany,
ab2da5f4-ee48-579e-80b2-3f6effd861a7,2381,Dawn Meats UK,abattoir,united kingdom,
21200843-77aa-5626-8ae2-5d0cda52759b,2382,Dunbia Processing,abattoir,ireland,
5c0cfac1-db9b-588c-b832-9a4555de2663,2383,Pacific Processors Inc,processor,denmark,
b6d9cd91-13e2-5b61-a878-ff7473271b27,2384,Spice Masters Ltd,processor,denmark,
ee7c552d-f0f3-5d01-8982-2e7855ffd2e0,2385,Sunrise Agricultural,farm,brazil,
6c0beed4-d155-52d4-84d4-096b65baf67e,2386,Dunbia Processing,abattoir,denmark,
a764c7bf-934a-5cce-a0f8-fbbacd9be48c,2387,Dunbia Processing,abattoir,germany,
522bea2f-e037-5dac-8ccb-63610ac593c0,2388,Pacific Processors Inc,processor,germany,
0796e3c5-0563-5fa1-8c7b-c3722bb0496a,2389,Continental Herbs Ltd,processor,germany,
140b834d-d624-586c-9cad-ed4141b457cd,2390,Highland Fields,farm,france,
624b2b1e-f5e6-5ee2-a72a-5ad87602836e,2391,Dunbia Processing,abattoir,denmark,
0957e26f-d6a8-5f91-9c19-e3b37eca0117,2392,Dawn Meats UK,abattoir,france,
c694012f-544e-5303-9f27-3bbc1da55342,2393,Continental Herbs Ltd,processor,germany,
bced5522-d7d8-5779-b344-2eacc4899a65,2394,Pacific Processors Inc,processor,brazil,
3c479665-96e5-54b0-a9a4-dfaa3a57d653,2395,Peak District Farms,farm,germany,
2c48d7fa-daec-5521-aae7-6bc49c55e1e6,2396,ABP Food Group,abattoir,denmark,
f1c14e80-71c9-531b-8901-1ded3f44a03f,2397,ABP Food Group,abattoir,france,
8f3c0fa2-4b8f-58f3-9e10-db3597590dac,2398,Pacific Processors Inc,processor,united kingdom,
2af207f1-e579-5799-91ed-8bed4d4b1183,2399,TeaPro Processing Ltd,processor,france,
d087271b-26fd-58f0-8d08-f5eaf48e50d9,2400,Marine Harvest Norway,fishery,peru,
e24ea715-de3c-577d-9f29-5c1836661fdc,2401,Pacific Processors Inc,processor,thailand,
4e65e234-cc13-528c-a735-66dd2c5302ba,2402,Continental Herbs Ltd,processor,vietnam,
8fa8c1e2-30bc-5898-b487-31be2b41a221,2403,Kloosterboer Cold Logistics,cold store,peru,
2c4b8488-6a17-54de-a9d2-2c4396c8a43f,2404,Frigo-Logistics UK,cold store,peru,
a44cfde3-8b84-5413-9615-a3133cee9a24,2405,Princes Seafoods,fishery,vietnam,
754767cb-aa5f-5135-9090-4d53e534ebfd,2406,Spice Masters Ltd,processor,scotland,
62c02aab-8c90-5ee0-bda5-2d580246c372,2407,Pacific Processors Inc,processor,thailand,
f7e51e01-660e-5d71-9978-e12bc7efe3f3,2408,Nordic Cold Chain,cold store,scotland,
9defc0ca-cc9b-524f-9508-6d4ea97f3094,2409,Nordic Cold Chain,cold store,peru,
262c7223-aaae-5ab9-8900-700d7d60eb8d,2410,Marine Harvest Norway,fishery,scotland,
d8a91b46-96c3-5778-a50c-a6e126a719c6,2411,Nordic Seafood Processing,processor,scotland,
b28b879e-123d-54fe-8608-fc02d24283ee,2412,Spice Masters Ltd,processor,peru,
9832d0ce-8f5e-5847-9854-4708ddd6e7a6,2413,Lineage UK Ltd,cold store,peru,
81ee684e-5631-5f7d-94d8-b72a207b10f7,2414,Lineage UK Ltd,cold store,scotland,
252aecf5-1366-53b1-b672-bb7f9aadaa5b,2415,Scottish Sea Farms,fishery,scotland,
b4671b67-2ace-5bf7-ab7a-912184a7d9f4,2416,Pacific Processors Inc,processor,vietnam,
f15cc733-2952-5a82-af74-a3c3d336b032,2417,Continental Herbs Ltd,processor,thailand,
eb040303-0095-5b12-9d1a-bc05db2ba76a,2418,Frigo-Logistics UK,cold store,scotland,
4f8754e6-885f-580e-9cae-15ac5a871e61,2419,Kloosterboer Cold Logistics,cold store,scotland,
251a5d12-3aa0-5019-a6a4-10bdb0a53f6e,2420,John West Fisheries,fishery,peru,
39f1a918-fb38-5736-a01f-4eac679303e7,2421,Continental Herbs Ltd,processor,peru,
77a0b060-c9e7-584b-973f-56769f7ff684,2422,Spice Masters Ltd,processor,iceland,
d284692c-6c76-5776-a335-cb56c5ac6366,2423,Nordic Cold Chain,cold store,vietnam,
8aec5877-7182-5c02-8617-57c76d217821,2424,Nordic Cold Chain,cold store,vietnam,
47174198-1ed2-5307-8829-fe40efda780e,2425,Aquachile SA,fishery,norway,
ed10f75c-3a39-57a4-a262-cb6d5d8c141d,2426,Spice Masters Ltd,processor,iceland,
3dde1a1e-47c3-559f-9e03-b464ae4b53c1,2427,TeaPro Processing Ltd,processor,norway,
a2a80718-6f1c-5f67-b3c5-4508548f5f5c,2428,Nordic Cold Chain,cold store,thailand,
9daf153a-3c68-5dc8-bb44-efc23ef78334,2429,Lineage UK Ltd,cold store,peru,
b174949c-4431-56e1-99d0-228cf938716f,2430,Princes Seafoods,fishery,iceland,
509a3e32-878b-5128-923d-4f3eac8baf22,2431,Continental Herbs Ltd,processor,peru,
98de49aa-fa4e-5147-a2ab-6b91a38d099a,2432,Spice Masters Ltd,processor,thailand,
ca06042f-2724-518f-a602-58f082123e0e,2433,Nordic Cold Chain,cold store,scotland,
b7955136-b5d3-5cd1-b0c4-1592e1870333,2434,Kloosterboer Cold Logistics,cold store,scotland,
52ff6d2a-7d43-589e-ba46-b23f23f7e5b3,2435,Sunrise Agricultural,farm,italy,
8640bf42-f708-5c7d-a3ac-29f61d1074ab,2436,John West Foods,cannery,france,
82555327-aab5-504c-8d14-f90609c1ebeb,2437,Napolina Cannery,cannery,italy,
001bfba3-9bee-5e2d-a354-e76ecb8e7d7f,2438,XPO Logistics UK,warehouse,france,
da189027-fea7-583e-9897-72ec92329475,2439,Wincanton Storage,warehouse,greece,
f7a7afe4-8a07-5f8a-8bb7-a34a6e7eac2b,2440,Evergreen Growers,farm,united states,
e956549c-b8f2-5aec-88ce-abc5681f718e,2441,Heinz Processing,cannery,france,
87d16b6c-dd28-5ea7-9f45-912cf5bc0d23,2442,Napolina Cannery,cannery,turkey,
ef6813e8-f861-5039-805e-3aa1b78b1d98,2443,Kuehne+Nagel UK,warehouse,spain,
787f382a-eec0-5e94-8e20-ac030c9c9953,2444,XPO Logistics UK,warehouse,united states,
77225c53-39d5-5e51-84b8-8322dbd7f422,2445,Sunrise Agricultural,farm,greece,
145dd08d-dd4e-510d-b4f7-4a7911ff7f89,2446,Bonduelle UK,cannery,italy,
576180f1-e78a-544e-ac79-2d4e5540e4b6,2447,Heinz Processing,cannery,united states,
fb287b34-97ad-5852-a27e-45807f833748,2448,XPO Logistics UK,warehouse,greece,
e4f985f5-db89-5253-a548-a0c2afff6e14,2449,Kuehne+Nagel UK,warehouse,spain,
3ebba000-2d78-580e-a659-30ec884a7dff,2450,Sunrise Agricultural,farm,spain,
da2ed973-90d4-5796-b18b-a7cd47f4dcae,2451,Bonduelle UK,cannery,france,
44a70bb1-ec25-5c4b-ad23-1ef9ac2d79dd,2452,Princes Foods Ltd,cannery,spain,
b230eaaa-85eb-590a-b1da-0c6c356ce599,2453,Kuehne+Nagel UK,warehouse,united states,
fe2c7fc4-79a1-56fa-97c6-5dd150077a26,2454,Kuehne+Nagel UK,warehouse,spain,
4bdbe168-af3d-53d6-bb31-9c2b85c9f80c,2455,Evergreen Growers,farm,italy,
3edfa979-80a9-5f3d-89cf-0ee667f519df,2456,Bonduelle UK,cannery,greece,
f0d27fc9-6108-5f05-a150-ef368a21a532,2457,John West Foods,cannery,greece,
9ba065df-68c6-5f2c-94fd-3aa8dfe52bae,2458,DHL Supply Chain UK,warehouse,italy,
4ce7d00f-f999-5e65-b8d0-8e7c7345b299,2459,Wincanton Storage,warehouse,france,
b37dc6e0-139e-55f8-8f92-a3936d65918b,2460,Evergreen Growers,farm,greece,
c5216bce-f2e9-5b84-a41f-900f8f601961,2461,Princes Foods Ltd,cannery,greece,
bf6b5d0b-9c57-58ae-be2e-a5a0c431befa,2462,Bonduelle UK,cannery,greece,
381ce6c1-d404-5b6b-a995-adf5152ff399,2463,XPO Logistics UK,warehouse,united states,
4516b89d-db55-5e7d-956b-526dda939991,2464,XPO Logistics UK,warehouse,spain,
1d8bb8e5-da76-5648-b8f1-9c8ce7ddcb49,2465,Riverside Cultivators,farm,france,
e9036d21-925d-51b9-8555-c8699d58a9e7,2466,Heinz Processing,cannery,france,
a43928e0-4b16-5c79-a4e0-2efa874df7f4,2467,John West Foods,cannery,greece,
80c587a5-698d-571d-93fe-3fe72c3c86bd,2468,DHL Supply Chain UK,warehouse,spain,
ec0ebeb7-cc17-5b09-a639-aa8a90d59867,2469,Kuehne+Nagel UK,warehouse,turkey,
706017af-eadc-52e7-bdb0-72cde3b088ce,2470,Riverside Cultivators,farm,italy,
32d3ace1-bcb6-5b01-8894-b1d8a4b8ce74,2471,John West Foods,cannery,turkey,
7733e24d-c0b6-5b37-91ad-ae19cbc78f02,2472,Heinz Processing,cannery,turkey,
13260b58-892f-57a4-9a20-3fab6431e988,2473,XPO Logistics UK,warehouse,spain,
3a352a38-f00f-5161-9e13-692ce83cb83d,2474,Kuehne+Nagel UK,warehouse,united states,
a823c03a-1623-59c3-b495-5b662f1ddb58,2475,Cedar Grove Estate,farm,australia,
a218c79e-bf04-527d-a356-f3dfdcc6cf1b,2476,Alesto Processing,shelling plant,united states,
934945f2-73cf-55c4-a112-575620c7415f,2477,Alesto Processing,shelling plant,turkey,
11f447b8-008b-5154-803e-e46be15522cb,2478,Meadowbrook Farm,farm,united states,
da2a0e6e-3bbb-59be-af48-68e213d9ec28,2479,Olam Nuts Processing,shelling plant,india,
1ab366fe-727f-54cb-a276-a7131248dc81,2480,Wonderful Pistachios,shelling plant,spain,
8fb3cd86-4b41-5d41-bddd-23e300af3e17,2481,Highland Fields,farm,united states,
777e4258-58e7-5d94-a162-b5bbc0cb5442,2482,Olam Nuts Processing,shelling plant,iran,
b2bd4f76-ce14-5d76-acbc-33f29f7c4c0e,2483,Alesto Processing,shelling plant,india,
936df7b6-ed1e-55ec-96e1-16d5e6c86421,2484,Meadowbrook Farm,farm,iran,
1055eab8-e1d2-5c0e-a0fd-77c2b7106a56,2485,Wonderful Pistachios,shelling plant,united states,
e1f0ea16-b233-5288-8ae0-4a5dd6813863,2486,Blue Diamond Growers,shelling plant,spain,
eecc8669-f868-5f42-98b2-a12ef7796760,2487,Green Valley Farm,farm,united states,
fab911e3-2168-51a1-8f6a-2e4d22f38c19,2488,Alesto Processing,shelling plant,india,
cec2feb6-a9f5-5015-8982-c31d0960fc85,2489,Alesto Processing,shelling plant,spain,
40ed6061-b230-51a6-a295-35725ca084fe,2490,Highland Fields,farm,spain,
8c2f2e0d-a7eb-5143-b60c-20a4b8dc5807,2491,Alesto Processing,shelling plant,united states,
b8fc98b0-47a1-517b-b796-3df72d5c8e5d,2492,Olam Nuts Processing,shelling plant,australia,
9f9c5721-d076-5401-8610-78a339c26ecf,2493,Green Valley Farm,farm,thailand,
189dadb1-9b64-5d50-b912-b3d180865dcf,2494,Iberian Food Industries,factory,united kingdom,
e4b7a8de-aa1b-5c10-8f47-d813d70054c8,2495,Nordic Consumer Goods,factory,italy,
a0243189-b708-58d9-9cd2-db4749812bb7,2496,Evergreen Growers,farm,united states,
8660bcec-3248-5d42-be4e-724731286e6e,2497,Iberian Food Industries,factory,united kingdom,
2b8db94b-64af-5811-89af-aad16b39f2af,2498,British Food Processing,factory,united states,
dd8ff60f-b05b-57b5-8249-8f50fa0bfb9a,2499,Blue Ridge Farm,farm,united states,
df3e6268-6e33-5a01-8f01-896c0ccbe0a4,2500,British Food Processing,factory,germany,
fc0d6ca4-7826-55d8-a019-cc94614ca112,2501,European Foods Manufacturing,factory,france,
1d1236ee-50e5-593f-ade3-8af2a6867902,2502,Meadowbrook Farm,farm,france,
4923404d-d1ac-5d29-baf5-e79ed9543934,2503,British Food Processing,factory,united states,
15748792-77ce-5ae0-84d7-276b004b46a9,2504,Nordic Consumer Goods,factory,thailand,
3c326f0d-4ae6-5f44-963a-7f8e9fbb212a,2505,Evergreen Growers,farm,united kingdom,
7c8a5c3d-1545-57fc-b7f8-91b28d0467dc,2506,Continental Confections,factory,thailand,
8e76623c-ce25-5686-91ba-d9806ddcf128,2507,European Foods Manufacturing,factory,germany,
e7186b47-adc9-5652-b177-c2a60c3bd230,2508,Golden Harvest Co,farm,united kingdom,
4ffb2836-34e1-58cb-98a5-1a786e68338c,2509,European Foods Manufacturing,factory,thailand,
517fc496-533e-51ec-8df0-9748b4b8a7ce,2510,British Food Processing,factory,germany,
110979f9-a83b-5fdd-a973-ca609f6e68c6,2511,Highland Fields,farm,italy,
ef6d0c51-99ce-5fc7-9cb4-71d75965ed57,2512,Alpine Production Group,factory,united kingdom,
842932fe-6bf2-500b-9f43-4067fa15f993,2513,Iberian Food Industries,factory,thailand,
1a65dfbe-ca11-5e4a-8a21-fdacaab8d4bd,2514,Blue Ridge Farm,farm,italy,
ab6a5ee9-e813-50e9-9e2b-9b2696d7a2bd,2515,Iberian Food Industries,factory,united kingdom,
6b7a53e1-89d8-5e63-b05d-939b81370179,2516,Iberian Food Industries,factory,italy,
bf473419-b12c-50fa-85bb-abe24ef25128,2517,Evergreen Growers,farm,france,
609d4842-7394-5f4b-89d8-e95998fa72b1,2518,Nordic Consumer Goods,factory,germany,
9f19f540-c494-5ff7-a7ad-7359b8f22669,2519,Iberian Food Industries,factory,united states,
2c90323a-e16d-58c0-9f53-d2d03d2cfd25,2520,Cedar Grove Estate,farm,thailand,
cb99e4df-e950-5d83-92c3-ff8bd3c4b202,2521,Continental Confections,factory,france,
d33a4759-8ddc-5bcb-ae1e-c6326e81e059,2522,British Food Processing,factory,france,
c9901284-fcb0-58b0-a646-0c4494b2fba5,2523,Peak District Farms,farm,germany,
8213557d-5f7f-5030-a23f-a27b462f2b86,2524,Continental Herbs Ltd,processor,germany,
7f6ecc73-da81-59dd-9127-0ce08be79e26,2525,Spice Masters Ltd,processor,spain,
e743bf31-7b72-56fa-ad9c-bd24bfd78f40,2526,British Food Processing,factory,united kingdom,
3ee7aa6b-1819-5320-9ad5-e449c4f60e22,2527,Nordic Consumer Goods,factory,united kingdom,
c198bfbc-c92b-5904-b947-afbefd407692,2528,Golden Harvest Co,farm,netherlands,
cd898949-a93a-541e-9730-7fdf1f5107c5,2529,Continental Herbs Ltd,processor,spain,
91e9db66-b6af-54d9-8432-4411e7dc8a6f,2530,Continental Herbs Ltd,processor,netherlands,
d68cf2cb-d56a-5911-aaaa-dd8e743c089a,2531,Continental Confections,factory,poland,
be98df90-8c84-5c57-9ffa-f855880c7fbc,2532,British Food Processing,factory,netherlands,
a7ac1bf9-555d-5df8-9b37-8450c654532c,2533,Green Valley Farm,farm,germany,
2622c0fb-715a-5257-97ee-6d3f71b8232d,2534,TeaPro Processing Ltd,processor,germany,
639df19b-001e-54fa-a462-470adebe4467,2535,TeaPro Processing Ltd,processor,france,
6908afe9-9f52-5a7d-9b9b-3f6a2a1936d0,2536,Nordic Consumer Goods,factory,france,
9dec1bb5-3629-5549-a112-cd936f3f8e2c,2537,Iberian Food Industries,factory,united kingdom,
ab5a8ddb-87e5-554b-95e7-ac6166682f0c,2538,Golden Harvest Co,farm,poland,
cc6e4b09-080e-50b6-b127-ae51dae4fa68,2539,Pacific Processors Inc,processor,france,
0ac3af02-9a3b-5fcd-8837-ce84e5b9bcd9,2540,Pacific Processors Inc,processor,netherlands,
df58dd8a-3e3a-5267-b1e1-16ab3b547231,2541,Iberian Food Industries,factory,poland,
62a0b5b0-9f59-5919-8952-f773c4694633,2542,European Foods Manufacturing,factory,poland,
69f42d70-9913-52e6-b151-c6c1ed6bd6dc,2543,Evergreen Growers,farm,netherlands,
3383fc9e-f928-5bf5-b5f5-2e6b4ad1c2ac,2544,Nordic Seafood Processing,processor,germany,
1aa4152e-4419-55f8-9716-3f7e0c144554,2545,Pacific Processors Inc,processor,france,
7d3d7f2a-d69f-55f5-b6e1-e757f7cbc0e4,2546,Iberian Food Industries,factory,netherlands,
b3fb9fd7-805a-5517-9a5a-35f0ff077f7d,2547,Continental Confections,factory,poland,
08c76cc2-7523-598b-a34a-92aa2654fc92,2548,Riverside Cultivators,farm,germany,
e464a796-6735-5b6a-8fa6-bef1c37c0b22,2549,Nordic Seafood Processing,processor,spain,
f51cd753-5c79-50b5-8dbb-72b5e22d15a1,2550,Continental Herbs Ltd,processor,spain,
21f59f5b-3c98-59bb-a595-2e20ba2af52f,2551,British Food Processing,factory,france,
cb5d3697-5f4e-587a-8bef-c50796db8a67,2552,Nordic Consumer Goods,factory,poland,
50167a27-23d3-55a0-90fc-f6033cbb2987,2553,Green Valley Farm,farm,france,
05a970cf-9987-5eb6-9001-b0572ef8d4af,2554,Continental Herbs Ltd,processor,france,
2bfc584e-6b74-59c1-8f1b-26e6b6d43a0e,2555,Continental Herbs Ltd,processor,poland,
01127401-661c-5678-9eb3-6fff49b53878,2556,Nordic Consumer Goods,factory,germany,
903b0976-245d-5256-a53c-80aac28dd0f5,2557,Iberian Food Industries,factory,france,
70f71f93-01c6-5e50-9aad-e3dadff7a5fc,2558,Golden Harvest Co,farm,netherlands,
a84f513c-3f90-5b60-8743-f013bf35e3ae,2559,TeaPro Processing Ltd,processor,germany,
648c9e2a-baa4-557c-84d4-a427412f8ad3,2560,TeaPro Processing Ltd,processor,germany,
1d95c413-b938-525c-bcf9-a3cd0b896710,2561,Continental Confections,factory,united kingdom,
e619d886-de76-5be8-b936-bc0f8b3717de,2562,Alpine Production Group,factory,netherlands,
64d9a5e6-7b44-5689-be39-e8f49c608089,2563,Riverside Cultivators,farm,spain,
902d0bd8-ed6f-5ea7-aa4c-b281a9626a08,2564,TeaPro Processing Ltd,processor,germany,
6e5f096b-2bbc-5e18-988a-b5202e97bf33,2565,Nordic Seafood Processing,processor,united kingdom,
3f1765de-90b2-50b2-8d92-19ad058fa864,2566,Continental Confections,factory,france,
da442636-3f8a-595c-b5a7-9ff9de9bb73b,2567,Continental Confections,factory,germany,
88cccb65-4585-563e-a37d-4aefb4cf40c4,2568,Meadowbrook Farm,farm,germany,
