stage_uuid,stage_id,product_uuid,sequence,stage_name,from_node,to_node,value_share
a1e1e7aa-57f9-5a55-ba08-5134001e2773,3110,b79bf84a-4cec-5a85-8a73-c88019ba0a54,4,factory to distributor,a64449df-c0ea-5daf-a7b0-5a514054a669,7325d674-5b55-50c0-af28-4f2299cace1a,0.33
51848d62-fc32-5be0-849a-c4cc6a5174e7,3111,b79bf84a-4cec-5a85-8a73-c88019ba0a54,5,distributor to retailer,01b19b67-943f-5aaa-8e22-ac99770bd52e,da074142-bbb3-59ba-88f1-cd35ccb7cfba,0.17
6eb84985-d2b9-5d3f-92e9-55bee08d150a,3112,f4f300ef-b389-5560-bb6e-c3c451b7de68,1,estate to processor,5fe47fb5-8ee4-584b-9dc3-346d85caa377,c2bef029-63be-5c38-a658-6bcc0d8a2c72,0.15
ad8d2b62-f29a-56b5-89be-238b19fd7409,3113,f4f300ef-b389-5560-bb6e-c3c451b7de68,2,processor to blender,955c8062-e6d9-5ad7-8f9d-1638de2577fe,92e29e8a-e40d-5b73-974e-11ea0012bac8,0.29
4a2f2a86-19db-5b00-a0f4-fca91a027d89,3114,f4f300ef-b389-5560-bb6e-c3c451b7de68,3,blender to distributor,d558d95b-373e-56d7-9356-0048e21c371e,6adacd0c-daae-58e4-9049-cd3b893f8764,0.44
08cc1d9a-922a-5ebc-9377-bf6763d71402,3115,f4f300ef-b389-5560-bb6e-c3c451b7de68,4,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.12
b1189037-e28c-5d38-bc13-d22e5885ce70,3116,dca58130-590f-5720-8bf7-275a44323630,1,estate to processor,a634abc1-4344-5e5e-900e-5f7254c05b3d,4749e7b4-22be-5f17-bbe6-c8a2ba9e8225,0.19
c2be181b-eae3-565f-b255-cd03dba0d2e9,3117,dca58130-590f-5720-8bf7-275a44323630,2,processor to blender,8ee13622-4fbb-50b3-a392-80d11bf6e214,bf3a71b1-f337-5110-8ade-e879b8afee7e,0.19
7090d3ea-9d55-5ff0-998b-6d8f1364b7ff,3118,dca58130-590f-5720-8bf7-275a44323630,3,blender to distributor,4c844dda-ffbd-564a-aa83-9432fbf3762c,6adacd0c-daae-58e4-9049-cd3b893f8764,0.44
0cc9c94a-959a-54e2-ad9c-9943680a6453,3119,dca58130-590f-5720-8bf7-275a44323630,4,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,096c265c-d191-5bd1-bef5-bb32ea1583bd,0.18
7d604ba5-f54b-5406-82d0-26181420cc2c,3120,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,1,estate to processor,67c3d001-fbb1-5a4d-8a14-9979be7bbad5,1b35a9a8-38b1-5717-af4f-bc100e58f572,0.36
e5760e87-387e-52b3-b0ac-b4ca6425d57b,3121,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,2,processor to blender,e4db72f3-51b5-59c3-bfde-6f775b2dae5b,b1287e70-3260-5aaf-81ca-d3495a756c81,0.18
28cb2c99-9ae7-57d0-8b24-65fb964912cf,3122,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,3,blender to distributor,f8c4e3a9-cd0c-52c7-a623-3c73e59918ee,7325d674-5b55-50c0-af28-4f2299cace1a,0.27
58cadd5d-f85b-50c3-85fb-3aee6d4c63ee,3123,c28fabe1-ef52-5c2b-bed5-17ae0f6fd5b2,4,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.19
39fda984-d54a-5510-8818-9e4e2740e10a,3124,4a6cf708-9818-59e5-9dac-8a10103e17d7,1,estate to processor,e2bf0cec-0e1b-5f65-8600-047aabfed5b4,712fa136-0325-5da0-b8f0-f6aed51529c6,0.16
5f1afb4b-9463-5155-a05d-67eb33457282,3125,4a6cf708-9818-59e5-9dac-8a10103e17d7,2,processor to blender,43e7961d-9874-5c2c-9a17-e40df01104c7,821edbff-238f-5761-af22-d81cbe63cb98,0.48
fd9ca4c8-0b1d-5dd9-9a70-cddc2e172f2f,3126,4a6cf708-9818-59e5-9dac-8a10103e17d7,3,blender to distributor,28ca466a-1cef-57aa-8014-fc9217044a59,c44c2104-37a0-5a7e-b21b-4502f5382882,0.18
75ed278f-d4f2-565a-a1b0-4de2ebeb0d25,3127,4a6cf708-9818-59e5-9dac-8a10103e17d7,4,distributor to retailer,7325d674-5b55-50c0-af28-4f2299cace1a,39618516-09dc-5856-9d5c-fd79bd0fd05b,0.18
bdff27e6-69e9-5756-8c5b-5ce5c2cf6ef0,3128,50ede61f-eb51-5ebe-be90-41f1717188a9,1,estate to processor,68ead86f-239d-5f11-8891-cb707c4d49f2,2420e528-9770-565d-bc5c-c0db12e48d3a,0.27
0ea3c59a-ae09-534a-9e5d-3ceb1eea2951,3129,50ede61f-eb51-5ebe-be90-41f1717188a9,2,processor to blender,a0988825-88bc-5752-971f-f34017b72182,a760b3d2-fbea-5804-be33-bdb304c536c0,0.24
db8f2c6a-ff6b-5d87-a168-9f1312b4627a,3130,50ede61f-eb51-5ebe-be90-41f1717188a9,3,blender to distributor,c9b7b350-d8ea-5b94-a01b-dfcfd343ff17,7325d674-5b55-50c0-af28-4f2299cace1a,0.29
4c6351f5-1aab-5834-b88b-393b8bf61662,3131,50ede61f-eb51-5ebe-be90-41f1717188a9,4,distributor to retailer,01b19b67-943f-5aaa-8e22-ac99770bd52e,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.2
e14a71c2-035d-5eab-8ab4-f2d6adf8a30c,3132,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,1,estate to processor,e1a1dd48-1402-5f0b-8b98-1c06d05f9448,1d51ae38-41e4-5942-afbf-0000ea7ac791,0.18
8209e86e-0314-5c87-84a3-6f44b94dd3cb,3133,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,2,processor to blender,a27f853a-d719-5f3c-92c2-1a5d9df87c3a,fcf0e890-d1ec-5a3d-b114-22dc415ba9b9,0.25
0c0ca1d0-dd84-5ea8-8442-f10eae8f1694,3134,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,3,blender to distributor,2f767623-0a9f-598a-9f2b-974ee4b10b56,7325d674-5b55-50c0-af28-4f2299cace1a,0.24
212b4929-3a0d-5457-be5b-b5a534948aa1,3135,f0a9c0bf-ea75-5fd4-b57c-b6e1c64fb10c,4,distributor to retailer,7325d674-5b55-50c0-af28-4f2299cace1a,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.33
3152bda4-7b77-5198-84fb-c5fd3eec90d5,3136,9cd0f172-1894-5f09-91de-8f321e47c38e,1,estate to processor,082e71a2-68be-5214-8473-73aba6e7e76c,8f1587ba-0880-51ab-90d0-c5afcec4a3a3,0.26
0ea80220-a7d5-580d-9942-58c9363378e9,3137,9cd0f172-1894-5f09-91de-8f321e47c38e,2,processor to blender,6026ce9a-169d-5cab-ab8a-512c030e3f1e,80a1c730-614a-5efe-9c60-bee6233b887d,0.19
bc237781-3f83-53c7-b819-c79f79a4ad14,3138,9cd0f172-1894-5f09-91de-8f321e47c38e,3,blender to distributor,019b8cda-19cc-5037-a174-4e2e879a659d,7325d674-5b55-50c0-af28-4f2299cace1a,0.18
ae61c091-85bb-5b23-8cb0-fe029df7b1cb,3139,9cd0f172-1894-5f09-91de-8f321e47c38e,4,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.37
29bef5e5-da49-5502-9c2b-239c1b666a7f,3140,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,1,estate to processor,a673cba2-104c-535a-9ac4-35720440a847,f19d0d35-1eae-5f37-b8ee-dc66e0b85c85,0.18
24178ba9-f523-5bb3-abfa-5012a04c2b72,3141,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,2,processor to blender,7b56af05-db3e-5a16-8e89-8e47f632a723,9ce8d425-c687-59b9-8735-9f74d40376da,0.19
519d73fc-49bf-5abd-a52c-35ec31facfb1,3142,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,3,blender to distributor,51090467-170b-58b9-b04f-75f8e519c3cd,c44c2104-37a0-5a7e-b21b-4502f5382882,0.36
9d9fed55-3aa9-5ec7-bcad-cb9eee3240b1,3143,34bf09a0-b553-5c68-83a0-e6cc2aa62b0a,4,distributor to retailer,01b19b67-943f-5aaa-8e22-ac99770bd52e,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.27
72042880-b8e5-52d3-a570-0a1b9d7241de,3144,0a1643b2-fff8-573e-a5af-f2575ccd431d,1,estate to processor,0db0895b-bfda-58b7-bba3-eaf856b181a4,5001dd61-67d3-55a7-90ec-460104fbca20,0.27
8438b5e8-8a44-50c4-b92a-171762b54511,3145,0a1643b2-fff8-573e-a5af-f2575ccd431d,2,processor to blender,d7a3640e-9436-593a-90fd-9f793b1c7928,72eff4a4-5807-54bb-887e-58c6cddf6b35,0.19
6faa611f-a236-51bb-9699-f8d9fa65fd43,3146,0a1643b2-fff8-573e-a5af-f2575ccd431d,3,blender to distributor,9ff095b5-290b-51d5-8297-e3911c959b43,c44c2104-37a0-5a7e-b21b-4502f5382882,0.3
516580ad-5e5f-5a0f-aa05-2b5775569d8f,3147,0a1643b2-fff8-573e-a5af-f2575ccd431d,4,distributor to retailer,01b19b67-943f-5aaa-8e22-ac99770bd52e,9d8518b0-c0b9-582b-a9b1-1f066f77c5fc,0.24
ff108e02-68c6-50f8-a5e7-6e2700816146,3148,45cbbf5f-794d-5bd9-8dbb-0d6872239325,1,orchard to pressing plant,57b5489e-b5ae-5f7f-94ba-8c0547353fb8,dfa07519-36bb-55dc-a4dd-f408aa4fe8da,0.22
a3cda1f4-9568-51e6-830c-a4020ccbad53,3149,45cbbf5f-794d-5bd9-8dbb-0d6872239325,2,pressing plant to packaging facility,b6309684-5dce-573a-897a-c07c5d34a17f,8035ecff-93b9-5ebb-aa00-4fcb3c4767f1,0.42
20d598c9-854d-56ed-85b7-9c4264dd3d3b,3150,45cbbf5f-794d-5bd9-8dbb-0d6872239325,3,packaging facility to retailer,8f5a854e-4503-5c32-a33d-3571620f9d04,39618516-09dc-5856-9d5c-fd79bd0fd05b,0.36
ed147833-f1d3-5f7f-90b8-3f298baae73f,3151,a69a1bd6-2f15-5964-8de3-a83f35b40078,1,orchard to pressing plant,d6df461f-b129-5144-8a2a-3c80190c5224,4173a7cd-179e-5415-bfbc-c47cbf70349c,0.37
0ca0fc16-0ddf-5c98-a2d4-decf3320d8f5,3152,a69a1bd6-2f15-5964-8de3-a83f35b40078,2,pressing plant to packaging facility,b14c4ad2-e18c-53f6-9022-2ee9d72c9cd0,2be16618-2ade-52c8-8680-899624235e83,0.24
ad6cc5a6-30dc-5afb-9cdf-2ae5ec09664d,3153,a69a1bd6-2f15-5964-8de3-a83f35b40078,3,packaging facility to retailer,2c9307b9-8e19-5609-9f59-69fce5a2fe98,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.39
d24d3d93-bd01-5059-84a9-9282a47f6edf,3154,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,1,orchard to pressing plant,5ea334e6-8098-50fe-b4ed-7d5c47f7db5b,0e204b68-ea11-5f97-8ba6-470b78ae5f66,0.32
4fb7f4d5-a2ea-5727-b689-c484959d495d,3155,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,2,pressing plant to packaging facility,692d2aae-3b0b-5b2d-8f99-cd96c078df66,b2de8203-2827-5a76-96ce-c5cd431ac494,0.32
fcd1ac1a-a1ca-5a4b-a5f0-c1f41b5cd340,3156,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,3,packaging facility to retailer,ca408a5f-5568-507a-889e-57d1580781e5,0ebfb33d-b894-5771-918e-632c9379113d,0.36
3a2d7f45-d923-5523-9e0e-3d6851e4fae5,3157,e51fe116-5b3f-5e37-8844-13f75f128a04,1,orchard to pressing plant,be4d97b3-b5e9-5286-b0b2-800980a4af0e,6af1c40d-30d5-5a87-b524-d207e99aae8f,0.39
fa41503b-fe89-5e22-826f-b62af59342ca,3158,e51fe116-5b3f-5e37-8844-13f75f128a04,2,pressing plant to packaging facility,b2f183d6-73c4-58b8-ada2-1c00185273df,6f2686e7-b2d2-56e5-9a07-c35a5741dc7b,0.22
d4945d03-48c3-528f-85d2-8599a7d60510,3159,e51fe116-5b3f-5e37-8844-13f75f128a04,3,packaging facility to retailer,88138b5c-a8e9-5147-85bb-1a6da5169ce5,096c265c-d191-5bd1-bef5-bb32ea1583bd,0.39
35ffee78-3e5f-5825-a3da-29e2eb2501d2,3160,da1cf73c-7c33-50a7-89fd-5fd7674a2975,1,orchard to pressing plant,7cd2a16b-e9d6-59a3-8fb4-3fe4f4ed0d97,1daa22ff-45b0-5f06-b8ad-66415bd0ba91,0.41
78884103-473b-58e0-8cef-08ec839d2462,3161,da1cf73c-7c33-50a7-89fd-5fd7674a2975,2,pressing plant to packaging facility,2caa183c-f00f-5f10-bd8e-7cda64cdcce8,46648343-a9ec-5b10-983e-c42c85f94a4c,0.37
6a9d77bf-44fb-53d4-a668-a68f2a8c39da,3162,da1cf73c-7c33-50a7-89fd-5fd7674a2975,3,packaging facility to retailer,ebf304b3-8c23-52ce-97d1-ad13a78071b3,3463d30c-175a-54f6-b3c4-902bd313c4be,0.22
932658e1-c077-5004-bde3-dc98e9464058,3163,0ffc06bd-a24e-5806-8739-f931ffaa9fac,1,orchard to pressing plant,34193075-5f86-574e-903f-e4d477d4f9e2,a6fc5e23-50de-5aeb-8e73-2d5da4b30dbb,0.31
46d68fc6-4b2b-54b1-ae56-ff291c11fd8b,3164,0ffc06bd-a24e-5806-8739-f931ffaa9fac,2,pressing plant to packaging facility,62d46e3a-9589-59ae-8d56-db6ab1f6e03b,e7ff4ad3-ad8c-58e1-b247-3ea500991a59,0.36
3696f58f-c83a-5bb8-aee7-66dd9a62d21f,3165,0ffc06bd-a24e-5806-8739-f931ffaa9fac,3,packaging facility to retailer,ce444b52-89f4-5865-af6b-d99b3b15c363,3463d30c-175a-54f6-b3c4-902bd313c4be,0.33
fa38fe56-bd86-5ff6-8617-806e931f0a5f,3166,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,1,orchard to pressing plant,51e440f2-b42e-5783-824b-d367cb35a5b3,8d91d854-7233-5324-aa71-cf9d908e0e24,0.3
e6647996-a1ab-57e1-af15-b665d3ad9c26,3167,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,2,pressing plant to packaging facility,72d07508-0463-54e4-9b14-f7de29ecb218,12d47cc1-303b-5fe9-abdb-5308da125fe3,0.32
84fb0070-8ea5-5f11-bb88-430f87e9b7e4,3168,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,3,packaging facility to retailer,23c1f6d8-83c3-5c70-93ff-1a763cf91236,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.38
d4e854d7-b00b-5ca7-a915-b4085da9e225,3169,6c329b73-7531-533f-a300-caaa89b57081,1,orchard to pressing plant,f3d30603-7522-5fbf-b503-fbf3b74aca01,18ddfce6-4361-5a41-9150-6bcee9b6642a,0.42
e0587880-de91-5988-8be7-c68b0de09029,3170,6c329b73-7531-533f-a300-caaa89b57081,2,pressing plant to packaging facility,250b85e5-abb2-5771-97d0-4f052aecbe2f,43b8f1f5-325e-57aa-9e4f-afaedf292fe5,0.14
a25430dc-0c97-5dcc-ba3e-6c4bbcb15c37,3171,6c329b73-7531-533f-a300-caaa89b57081,3,packaging facility to retailer,2861da61-00d8-56af-b029-4b36673da92e,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.44
1a59b903-ebae-5eb9-b5fc-65acb6dc35c6,3172,5fd350b4-729f-5a6a-991c-4bf6de446db1,1,orchard to pressing plant,f1d2716b-1152-5351-aa0b-9fa9c2f9e1af,c1f9efaf-edb5-5116-928f-1124440c42d8,0.3
49e865a5-7598-57f3-b26b-93c466b2e11e,3173,5fd350b4-729f-5a6a-991c-4bf6de446db1,2,pressing plant to packaging facility,25bd82b0-0d51-5533-afca-823ab09c87f1,b32c5969-b648-5ae2-a303-a386b401b4b6,0.27
eb976649-2b86-55a0-8b9a-75e112a48306,3174,5fd350b4-729f-5a6a-991c-4bf6de446db1,3,packaging facility to retailer,b554ffa6-e577-549a-98be-ba0a12dc827e,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.43
1ed4b8eb-f0f3-5ac3-a6db-803af2cafa8f,3175,9daec94a-9915-51cb-992f-669ca771a941,1,apiary to processor,ca64c8f2-f3bc-5c0a-9b94-759480e98b93,bc6e6503-6cd7-52f6-9753-f4e5f3db0fd0,0.43
c0c153a6-d339-50c0-be81-85dc51d013d3,3176,9daec94a-9915-51cb-992f-669ca771a941,2,processor to distributor,b58be026-9fe5-5b92-b274-c2df2c2a2335,01b19b67-943f-5aaa-8e22-ac99770bd52e,0.28
b9bd1cff-5484-5c35-84dc-a1f8123217c7,3177,9daec94a-9915-51cb-992f-669ca771a941,3,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.29
40a5b67d-3761-532c-9d33-ceb35394434c,3178,b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,1,apiary to processor,e42a9b76-1772-5e4f-b62a-3dbb522f88af,ae6bf159-e18f-573c-a3c9-55b78952545a,0.22
8528f509-1876-5e5c-a0a1-881fc2bc19e0,3179,b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,2,processor to distributor,aa404455-56a1-57cb-85cb-0da2162f673c,6adacd0c-daae-58e4-9049-cd3b893f8764,0.24
e9951a68-f5a8-57ca-91a0-56b8630dd6b6,3180,b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,3,distributor to retailer,01b19b67-943f-5aaa-8e22-ac99770bd52e,3463d30c-175a-54f6-b3c4-902bd313c4be,0.54
c4581e1a-70c0-5114-b1d6-70e94278b03c,3181,c4a5d168-7718-56a7-81a7-310962e2aca0,1,apiary to processor,3f9e8de1-3c4b-5bfa-976d-f05521c6064e,3934c0d2-e426-59a6-8c75-87e8ff03ec71,0.44
e18fa679-6f59-559c-88b9-48d7def7c45f,3182,c4a5d168-7718-56a7-81a7-310962e2aca0,2,processor to distributor,204b0c3d-4f6f-5456-8a89-1cf8bd963b1e,7325d674-5b55-50c0-af28-4f2299cace1a,0.22
a1b548bd-ed71-504f-9ec6-67ba4f2e1667,3183,c4a5d168-7718-56a7-81a7-310962e2aca0,3,distributor to retailer,01b19b67-943f-5aaa-8e22-ac99770bd52e,39618516-09dc-5856-9d5c-fd79bd0fd05b,0.34
f512a6a1-095b-57d5-a053-63e9e1b5a113,3184,961972d1-bc00-5f20-a63f-246f7293f2be,1,apiary to processor,884f1309-be56-5704-ab3c-addd75123f5a,e6ce057e-c223-5427-bca6-8f15978e0b4d,0.46
0a2d2186-98b7-56ea-8c73-83bdb6186ce9,3185,961972d1-bc00-5f20-a63f-246f7293f2be,2,processor to distributor,f32530ed-5015-508e-8484-eec542de0d66,01b19b67-943f-5aaa-8e22-ac99770bd52e,0.32
01ed01b2-b956-53b2-a0ff-3811a74a2cff,3186,961972d1-bc00-5f20-a63f-246f7293f2be,3,distributor to retailer,7325d674-5b55-50c0-af28-4f2299cace1a,9d8518b0-c0b9-582b-a9b1-1f066f77c5fc,0.22
b39b1f5c-3cd3-53bb-8fca-7ebc9efbbf9e,3187,0f2a198d-c07b-59db-8228-8e0853305cde,1,apiary to processor,eab1b0df-2f26-5325-9b6b-15ba88946ad9,420221dc-e02b-5c4f-994c-7a45fa410e06,0.4
48cfb719-680f-5ec2-988e-726c1f5d8d5c,3188,0f2a198d-c07b-59db-8228-8e0853305cde,2,processor to distributor,3c337c44-0d25-5972-bcf2-6f90e1620f91,7325d674-5b55-50c0-af28-4f2299cace1a,0.29
f69e3d07-419f-5c21-84f9-9ad7dad2a279,3189,0f2a198d-c07b-59db-8228-8e0853305cde,3,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,096c265c-d191-5bd1-bef5-bb32ea1583bd,0.31
c82b12cf-66af-5096-948e-6c7e2e8a7630,3190,0d60e6a4-e959-5c3e-9cfb-22e204929744,1,apiary to processor,1f2b2831-fe20-5bc1-9668-ea0ba022089b,7a9c34f8-2aa2-5711-80b7-5ee6dce46f53,0.31
4c4fa0ee-7ad6-546a-979b-0876f8c7afc4,3191,0d60e6a4-e959-5c3e-9cfb-22e204929744,2,processor to distributor,f39babc4-cb29-5bf7-8809-cdadfa2e10d9,c44c2104-37a0-5a7e-b21b-4502f5382882,0.33
98cf341f-05cd-5e39-9214-c65f8ad69897,3192,0d60e6a4-e959-5c3e-9cfb-22e204929744,3,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,3463d30c-175a-54f6-b3c4-902bd313c4be,0.36
44a9de1f-c06c-5054-bee6-a428d2016d69,3193,9373d074-38f0-5687-bc5a-ea6134f7cacc,1,apiary to processor,083a0e18-ca69-52f7-a1b4-025af725838a,5d1c4d37-bd06-58da-a84c-23883977a938,0.2
bbf9bb7c-2a77-57bb-b4b1-cb795b62e41e,3194,9373d074-38f0-5687-bc5a-ea6134f7cacc,2,processor to distributor,bf69c484-f3b7-52f0-95a7-775ea1057e95,4ff5d4b7-19c0-551f-905c-e925106ffbba,0.41
a34fdae8-3beb-58d4-ba34-e8a0ccfc2d21,3195,9373d074-38f0-5687-bc5a-ea6134f7cacc,3,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,da074142-bbb3-59ba-88f1-cd35ccb7cfba,0.39
20d10313-cece-572b-a319-d56be7322e62,3196,e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,1,apiary to processor,32957aed-952e-557c-8f27-0263b0585c56,325cee67-2260-5656-90d0-37e57b86ab5f,0.26
d006918a-1b97-53cf-8bf3-0750194895b8,3197,e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,2,processor to distributor,e7d777c7-2713-514c-a146-5cd9e775eeff,01b19b67-943f-5aaa-8e22-ac99770bd52e,0.43
728fc8f1-6f24-5110-8b39-7de75bcb7b91,3198,e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,3,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.31
0b62458a-d9a8-5e42-b570-0c791d77289b,3199,5d54ca08-03f8-5abc-b2b0-27ea16e6009d,1,apiary to processor,db50b1ee-4065-58a4-8100-9b77dbc2bf04,42457c49-2d4a-5c59-9305-eb661acd64b7,0.36
ec0a15e3-abe4-5d2a-bb62-9064ac03bf75,3200,5d54ca08-03f8-5abc-b2b0-27ea16e6009d,2,processor to distributor,6b73289f-17e1-5d3c-b0ad-d0226e0218f9,6adacd0c-daae-58e4-9049-cd3b893f8764,0.36
c22f7243-84b2-5e33-b3e0-7de11f6b59af,3201,5d54ca08-03f8-5abc-b2b0-27ea16e6009d,3,distributor to retailer,c44c2104-37a0-5a7e-b21b-4502f5382882,4173ab46-b88e-5c37-b38a-dd95e4580f2d,0.28
7801fc12-0fbb-562e-854f-96d4c570156d,3202,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,1,apiary to processor,2272875e-b0b0-51f5-acf7-330354e2e7a5,32ae4c88-91d9-5843-a76f-a3d1e94a0362,0.36
36ece25d-3180-54d6-b453-e61bc1cd7e2b,3203,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,2,processor to distributor,b82c49c4-417b-5695-99e4-6476bec44182,01b19b67-943f-5aaa-8e22-ac99770bd52e,0.17
b69d85b2-c076-5708-895f-4d627b3a9be9,3204,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,3,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,39618516-09dc-5856-9d5c-fd79bd0fd05b,0.47
70fd78c8-7d21-5dd5-b96e-43ae94448fa3,3205,a18bacfc-19ac-5525-a85c-65870082cf1d,1,apiary to processor,9aab8be8-2b9e-52ba-8135-ebf33a8cc39b,47c4eaf9-0cd8-5c24-92a2-5ad2a0e195a0,0.15
48e78f5a-b836-5cd3-b1e4-15288dd663f8,3206,a18bacfc-19ac-5525-a85c-65870082cf1d,2,processor to distributor,ac50c6dc-7b25-5ea4-a18b-aa55e2860db2,7325d674-5b55-50c0-af28-4f2299cace1a,0.44
9bd6e530-5cd2-5ac0-8f0c-2a4d391e7486,3207,a18bacfc-19ac-5525-a85c-65870082cf1d,3,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,39618516-09dc-5856-9d5c-fd79bd0fd05b,0.41
3a6754ad-22b0-5b1f-a637-a70e2d79773f,3208,f48bad2d-832a-589f-8ecf-a087520b9e6c,1,apiary to processor,3df6250b-c24c-5313-bdbd-0c820d190970,800ac61e-ec9f-564f-9bb6-6e849b5a8844,0.56
f68c39ce-9bd6-5d41-bfac-4c7d7b153846,3209,f48bad2d-832a-589f-8ecf-a087520b9e6c,2,processor to distributor,1f52c24d-4684-55ca-ab4c-5c534070163b,6adacd0c-daae-58e4-9049-cd3b893f8764,0.29
6bffc6b5-5afd-5389-a9a1-b4c544879e3c,3210,f48bad2d-832a-589f-8ecf-a087520b9e6c,3,distributor to retailer,7325d674-5b55-50c0-af28-4f2299cace1a,790f93aa-9203-5d4e-a835-8e44ad6bad68,0.15
92605b76-258d-5030-bc44-f2a1fc5137e8,3211,22ecd446-d259-504b-9d2d-fbef7d4b0276,1,farm to mill,7efea223-4476-5411-9cac-6f4614f3681d,2d065208-e33b-5334-b1b2-89b1fb47f6f9,0.31
ff04d435-a55b-5631-b9a8-7fd93757303a,3212,22ecd446-d259-504b-9d2d-fbef7d4b0276,2,mill to factory,c1b0ca7c-d51f-599b-8016-7382e457f146,8cc9ec04-cbf7-5042-be4e-cc4cff04abf2,0.14
98c39712-260d-55f1-ac89-335f680c9ab1,3213,22ecd446-d259-504b-9d2d-fbef7d4b0276,3,factory to distributor,d03512d1-b68e-5b34-ac0b-6b65aff464a1,c44c2104-37a0-5a7e-b21b-4502f5382882,0.31
e12f5943-5033-5656-b4cb-e41805da5445,3214,22ecd446-d259-504b-9d2d-fbef7d4b0276,4,distributor to retailer,6adacd0c-daae-58e4-9049-cd3b893f8764,0bd700ff-a0c0-58bb-9b35-fc283d9cd3ff,0.24
3520843e-ed53-565a-bc6a-0bff38bf6f6f,3215,d53303ae-8986-5d3c-897e-b6e79f05cd7b,1,farm to mill,942bca9d-bbb0-55db-938f-aa622074a4dc,5b439108-1f3c-5039-bfa5-680991a6ee82,0.22
b168f0a4-2b41-56f3-8ed4-01735aca99da,3216,d53303ae-8986-5d3c-897e-b6e79f05cd7b,2,mill to factory,fdc25907-a3b7-5930-8c0e-017de7e19def,5a62fdee-619a-5f37-872c-a002ac9e779e,0.18
7f84228f-c0d2-5cf4-9a12-47dad0c6f65a,3217,d53303ae-8986-5d3c-897e-b6e79f05cd7b,3,factory to distributor,6d0b048f-96a0-50a0-a8db-57b742972e66,01b19b67-943f-5aaa-8e22-ac99770bd52e,0.22
3ecd4a40-7498-5d7a-aabc-822c59d94ced,3218,d53303ae-8986-5d3c-897e-b6e79f05cd7b,4,distributor to retailer,4ff5d4b7-19c0-551f-905c-e925106ffbba,3463d30c-175a-54f6-b3c4-902bd313c4be,0.38
d2e93dc7-3a26-5384-bd45-d258a99cd7a1,3219,a1a412c7-b193-525c-9865-825106d41877,1,farm to mill,8f73e221-e68e-54e5-a539-6907f3d6379b,706cab2c-d1f0-5166-b0c6-ccb78a35770d,0.25
