prod_ing_uuid,product_uuid,ingredient_uuid,proportion,origin_country
a77227d9-ab85-55c8-adbe-5fcc5cab03aa,a69a1bd6-2f15-5964-8de3-a83f35b40078,52615504-f74f-57a2-890a-9dbd811604e5,0.2,south africa
4c5d393e-635b-5522-9437-a0418e347bf4,a69a1bd6-2f15-5964-8de3-a83f35b40078,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,brazil
92001944-8e31-5b0c-a0ca-2f044a4378cc,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,spain
1d3b7776-31b1-5296-9c76-62d6f28d9234,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,argentina
1de41ce8-1d60-5793-896b-7cb127e90bdb,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,mexico
971ea644-5843-5f54-bcc9-d77287a51c9d,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,52615504-f74f-57a2-890a-9dbd811604e5,0.2,south africa
f1528e41-d9ba-520e-ac13-a218d1bdc61f,dc22a7e0-4d32-58af-b6dd-d2c1f8bb412e,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,spain
ef64b5c5-e2ce-521f-9be7-500b8d845ce7,e51fe116-5b3f-5e37-8844-13f75f128a04,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,mexico
198662d7-4b37-599d-8b03-f6642de2f475,e51fe116-5b3f-5e37-8844-13f75f128a04,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,united states
2bc14289-152c-539b-ad66-b01355ea4602,e51fe116-5b3f-5e37-8844-13f75f128a04,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,united states
bf513c97-6c84-5c7f-9711-86501e679a82,e51fe116-5b3f-5e37-8844-13f75f128a04,52615504-f74f-57a2-890a-9dbd811604e5,0.2,mexico
48319936-24b0-52f6-828f-775698a359b3,e51fe116-5b3f-5e37-8844-13f75f128a04,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,united states
7aee701b-e011-5344-a651-607d9f923c38,da1cf73c-7c33-50a7-89fd-5fd7674a2975,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,spain
636885de-b21a-5b06-8e24-4a269b628dda,da1cf73c-7c33-50a7-89fd-5fd7674a2975,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,south africa
81093823-fc6b-58f3-a6f9-c1eaaf9895fb,da1cf73c-7c33-50a7-89fd-5fd7674a2975,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,spain
4ddd4370-3e43-5e20-9838-8acc09759725,da1cf73c-7c33-50a7-89fd-5fd7674a2975,52615504-f74f-57a2-890a-9dbd811604e5,0.2,spain
5f6ea94a-711c-52f6-92cc-ca9ba4baa90a,da1cf73c-7c33-50a7-89fd-5fd7674a2975,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,mexico
a35bf737-6d49-5e98-a840-a84d75b5ec12,0ffc06bd-a24e-5806-8739-f931ffaa9fac,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,argentina
43caf284-f1a7-5f1c-85af-8b54fb65688f,0ffc06bd-a24e-5806-8739-f931ffaa9fac,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,argentina
82587ddc-72d3-5686-aa95-d27036da2ef7,0ffc06bd-a24e-5806-8739-f931ffaa9fac,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,south africa
e4fb66b4-43ad-5af0-a652-35ebef1e56dd,0ffc06bd-a24e-5806-8739-f931ffaa9fac,52615504-f74f-57a2-890a-9dbd811604e5,0.2,mexico
6a31a9e3-3df8-5db0-808c-f7ab7d1e743e,0ffc06bd-a24e-5806-8739-f931ffaa9fac,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,argentina
1dc49291-e8ca-58f7-aab9-ac5a7a85192b,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,united states
1ce23749-a42e-5992-a72d-934c6a09c45b,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,argentina
2b911200-90c4-5d77-bcf1-00feb82998e1,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,united states
ccfa0361-742e-58b6-bc96-9418c9a285c2,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,52615504-f74f-57a2-890a-9dbd811604e5,0.2,south africa
0804c414-4010-5447-98df-0efcf212d05b,7e0cbcca-70b5-5f88-9534-4bb416b8c23a,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,spain
61cec77a-d83c-5242-aa90-e6ee2d3b7cfc,6c329b73-7531-533f-a300-caaa89b57081,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,spain
61ee085c-6944-54e9-9110-6e4e1ff44b34,6c329b73-7531-533f-a300-caaa89b57081,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,argentina
c9844ab8-15bc-5e2c-90c1-697eea6a1536,6c329b73-7531-533f-a300-caaa89b57081,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,united states
84d9c7d8-ab1a-51e8-b67b-d29aa3cf5390,6c329b73-7531-533f-a300-caaa89b57081,52615504-f74f-57a2-890a-9dbd811604e5,0.2,brazil
f22fabf6-4391-5d38-95e4-9283c23b37c8,6c329b73-7531-533f-a300-caaa89b57081,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,brazil
fcdf4864-59a5-5a92-bf0a-bd93ba9b0c5e,5fd350b4-729f-5a6a-991c-4bf6de446db1,2d73e143-ddea-5530-8774-3f4ce31b6c54,0.2,brazil
864b17ed-4517-52c3-a58f-52b5ae7e110d,5fd350b4-729f-5a6a-991c-4bf6de446db1,07c9314c-b5e9-57e0-bab4-08fe3609ac80,0.2,spain
27500c3e-4ef7-5ab0-81e7-ee2228710d9e,5fd350b4-729f-5a6a-991c-4bf6de446db1,034ea2a9-dc8a-55e3-bbc6-1b98f9500b7b,0.2,mexico
5e97c783-28ec-5b51-be87-f31a47d2b7e3,5fd350b4-729f-5a6a-991c-4bf6de446db1,52615504-f74f-57a2-890a-9dbd811604e5,0.2,spain
ab40f0d7-0936-5f8a-97b3-280793360a57,5fd350b4-729f-5a6a-991c-4bf6de446db1,cbc4c55d-d452-5886-9065-a6e47390ad22,0.2,mexico
9cead7f1-03a5-5349-a219-41dc8286ae36,9daec94a-9915-51cb-992f-669ca771a941,317f3122-dacd-5526-8032-a322af6f9733,0.5,ukraine
a69b7db3-7142-5287-911d-5a790c2f4b7d,9daec94a-9915-51cb-992f-669ca771a941,52615504-f74f-57a2-890a-9dbd811604e5,0.5,china
a1ae206c-b7bc-5dba-95e7-0ae9b7a26592,b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,317f3122-dacd-5526-8032-a322af6f9733,0.5,argentina
35954faf-43f2-55e6-b837-343c08f5b02f,b90ac73f-5ca6-573c-9cfb-b26dbd00a3d3,52615504-f74f-57a2-890a-9dbd811604e5,0.5,ukraine
ee2565f5-8669-59d3-97e5-a523fe876da3,c4a5d168-7718-56a7-81a7-310962e2aca0,317f3122-dacd-5526-8032-a322af6f9733,0.5,ukraine
b67d31ae-905a-5331-94bc-cb1bdc6e562f,c4a5d168-7718-56a7-81a7-310962e2aca0,52615504-f74f-57a2-890a-9dbd811604e5,0.5,china
58fdc068-eeec-5305-b03f-4efa28adf9b5,961972d1-bc00-5f20-a63f-246f7293f2be,317f3122-dacd-5526-8032-a322af6f9733,0.5,ukraine
e645f8fb-c3f1-56bf-b387-7da4a6923dd3,961972d1-bc00-5f20-a63f-246f7293f2be,52615504-f74f-57a2-890a-9dbd811604e5,0.5,china
0d169c87-1a14-5794-9a1b-173a0a5a35bf,0f2a198d-c07b-59db-8228-8e0853305cde,317f3122-dacd-5526-8032-a322af6f9733,0.5,australia
ba672a35-572a-5429-9557-e207359b646e,0f2a198d-c07b-59db-8228-8e0853305cde,52615504-f74f-57a2-890a-9dbd811604e5,0.5,china
1d23c534-789b-5875-ba2b-77d306fd8457,0d60e6a4-e959-5c3e-9cfb-22e204929744,317f3122-dacd-5526-8032-a322af6f9733,0.5,argentina
1fd274c9-dd77-558c-85aa-c3da76eae380,0d60e6a4-e959-5c3e-9cfb-22e204929744,52615504-f74f-57a2-890a-9dbd811604e5,0.5,united kingdom
649b5d6e-3db6-53f2-8ae3-fde6662f1296,9373d074-38f0-5687-bc5a-ea6134f7cacc,317f3122-dacd-5526-8032-a322af6f9733,0.5,united kingdom
3d9ef225-d186-50ca-b3dd-760d75576fe7,9373d074-38f0-5687-bc5a-ea6134f7cacc,52615504-f74f-57a2-890a-9dbd811604e5,0.5,argentina
aec2ec96-7346-56a5-84d0-ec0f8e8e65f0,e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,317f3122-dacd-5526-8032-a322af6f9733,0.5,united kingdom
46c3e0ef-32ab-5a57-bbdf-11f92d22e892,e7308a57-b070-56b4-a8b4-1cb1a04ddc8c,52615504-f74f-57a2-890a-9dbd811604e5,0.5,china
1e44c3c2-09ce-5f0f-a56b-cf4263d99a04,5d54ca08-03f8-5abc-b2b0-27ea16e6009d,317f3122-dacd-5526-8032-a322af6f9733,0.5,australia
30a537c3-c828-5df2-92c7-270097c2e12f,5d54ca08-03f8-5abc-b2b0-27ea16e6009d,52615504-f74f-57a2-890a-9dbd811604e5,0.5,united kingdom
ceced04d-6721-5430-aa4c-8e344873522d,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,317f3122-dacd-5526-8032-a322af6f9733,0.5,australia
43581758-b207-51f5-969a-b45e8970b852,65900a67-9ec2-5bf6-9dd1-babae5f7faa9,52615504-f74f-57a2-890a-9dbd811604e5,0.5,argentina
9aa1cb1c-70ab-5ffd-abdd-f8df6fa9956a,a18bacfc-19ac-5525-a85c-65870082cf1d,317f3122-dacd-5526-8032-a322af6f9733,0.5,australia
a86d58d9-545d-56d6-a0fb-ae3f9e348c72,a18bacfc-19ac-5525-a85c-65870082cf1d,52615504-f74f-57a2-890a-9dbd811604e5,0.5,ukraine
4c472ba7-0727-59f5-ac19-071862fe6612,f48bad2d-832a-589f-8ecf-a087520b9e6c,317f3122-dacd-5526-8032-a322af6f9733,0.5,new zealand
78b30fb1-5144-52b3-a6fa-a94d6f9d1fd2,f48bad2d-832a-589f-8ecf-a087520b9e6c,52615504-f74f-57a2-890a-9dbd811604e5,0.5,ukraine
7dd624ef-27fe-525a-83b4-4d6733c052e6,22ecd446-d259-504b-9d2d-fbef7d4b0276,f5f28084-80ba-513d-9f36-cfde3b81361b,0.25,italy
d74dd5d7-3230-554c-81d8-067a678ff9d8,22ecd446-d259-504b-9d2d-fbef7d4b0276,52615504-f74f-57a2-890a-9dbd811604e5,0.25,france
95d30983-4835-5529-a9d8-b5a0ffb01883,22ecd446-d259-504b-9d2d-fbef7d4b0276,7a1cea88-1f00-5ddd-aa46-2b0d47c0ab01,0.25,france
20bec9f0-6be4-509f-9ad0-0abeb5ecf056,22ecd446-d259-504b-9d2d-fbef7d4b0276,088a84f7-aefd-5b23-8a03-c00957bdc570,0.25,canada
1d9e5802-4c2c-54e0-b554-652026fa54d5,d53303ae-8986-5d3c-897e-b6e79f05cd7b,f5f28084-80ba-513d-9f36-cfde3b81361b,0.25,india
be8e775e-cb57-594a-ad97-949a520b7cca,d53303ae-8986-5d3c-897e-b6e79f05cd7b,52615504-f74f-57a2-890a-9dbd811604e5,0.25,united states
d42a459f-d01b-57cf-b063-2656d334470e,d53303ae-8986-5d3c-897e-b6e79f05cd7b,7a1cea88-1f00-5ddd-aa46-2b0d47c0ab01,0.25,india
c87bfbb6-bd0e-504a-8702-14731eae7dfa,d53303ae-8986-5d3c-897e-b6e79f05cd7b,088a84f7-aefd-5b23-8a03-c00957bdc570,0.25,italy
32761188-dbff-5a2d-8a79-0eba7505ae3c,a1a412c7-b193-525c-9865-825106d41877,f5f28084-80ba-513d-9f36-cfde3b81361b,0.25,france
6f831e3d-3b0c-5d4d-a4af-c32d0b7d56ff,a1a412c7-b193-525c-9865-825106d41877,52615504-f74f-57a2-890a-9dbd811604e5,0.25,canada
e5f3729f-4167-5202-9088-1b44bb316d79,a1a412c7-b193-525c-9865-825106d41877,7a1cea88-1f00-5ddd-aa46-2b0d47c0ab01,0.25,france
0713686d-f971-532d-94c1-222aa5f29457,a1a412c7-b193-525c-9865-825106d41877,088a84f7-aefd-5b23-8a03-c00957bdc570,0.25,india
668c99fa-2081-5af3-ad70-67b7ec00bd51,e40c4bd5-89ce-5182-9a4f-713191d39d38,f5f28084-80ba-513d-9f36-cfde3b81361b,0.25,india
26ea717e-25b5-5c59-aa07-2d52f8dfb914,e40c4bd5-89ce-5182-9a4f-713191d39d38,52615504-f74f-57a2-890a-9dbd811604e5,0.25,united states
d36e3792-103f-5742-a665-f5729ac81a9a,e40c4bd5-89ce-5182-9a4f-713191d39d38,7a1cea88-1f00-5ddd-aa46-2b0d47c0ab01,0.25,united states
cf117418-ddca-50ac-86f4-e034daf88b37,e40c4bd5-89ce-5182-9a4f-713191d39d38,088a84f7-aefd-5b23-8a03-c00957bdc570,0.25,canada
29c28329-e2a3-519f-a897-e688179ca5fe,7ecfaf65-164e-5e75-9eb2-b4fcf11de750,f5f28084-80ba-513d-9f36-cfde3b81361b,0.25,united states
a3f3dd4f-8bba-574e-b417-a04a1548e7da,7ecfaf65-164e-5e75-9eb2-b4fcf11de750,52615504-f74f-57a2-890a-9dbd811604e5,0.25,india
def27d9c-3be9-59f6-91d0-15c439776dff,7ecfaf65-164e-5e75-9eb2-b4fcf11de750,7a1cea88-1f00-5ddd-aa46-2b0d47c0ab01,0.25,india
0e3b1eaa-d84e-54e3-b9d1-e0c511b8b61c,7ecfaf65-164e-5e75-9eb2-b4fcf11de750,088a84f7-aefd-5b23-8a03-c00957bdc570,0.25,italy
e0a03cf2-c783-575a-a5eb-10ac15d08314,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,france
973d59e5-0a8f-5796-b1f0-4329c2add096,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,germany
3426e301-787c-5c6a-95fc-b689e17ef632,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,canada
bd0c2337-c1ef-545c-a5a0-1f4fd53a7713,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,united kingdom
81445fa7-12d7-591f-b6fe-1b9e231101b0,1b21ebaa-afa6-5f5e-94b6-0fd071c1dfee,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,united kingdom
ef54b1c2-833d-5811-beb4-caef8a4ec00b,71d1ec94-7068-5b03-aa37-77b9803f36fa,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,germany
6607478b-e4db-55db-8717-726ee3be148a,71d1ec94-7068-5b03-aa37-77b9803f36fa,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,germany
37415ddf-42d1-50a6-8fca-1d1245206af2,71d1ec94-7068-5b03-aa37-77b9803f36fa,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,united states
3672af56-150a-5625-acac-121295a9bc4e,71d1ec94-7068-5b03-aa37-77b9803f36fa,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,united kingdom
080ed97b-6e9d-5d96-9253-2b82c527db42,71d1ec94-7068-5b03-aa37-77b9803f36fa,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,united states
027186fd-e504-5920-bc57-221bfe1bf8ec,c67893e2-b9ad-51ac-ad1e-7c81f09ddf60,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,france
669500c4-9652-55b8-8b9b-d58a26e7aa61,c67893e2-b9ad-51ac-ad1e-7c81f09ddf60,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,united kingdom
3b7b8a0c-f5cf-59c1-a94a-b5b6e6384e12,c67893e2-b9ad-51ac-ad1e-7c81f09ddf60,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,united kingdom
70e56374-6590-5fba-aeed-2a8ef5c8c87f,c67893e2-b9ad-51ac-ad1e-7c81f09ddf60,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,australia
5f939efb-4ec7-58d1-b3b2-d077534fdce2,c67893e2-b9ad-51ac-ad1e-7c81f09ddf60,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,canada
1ec26328-a04b-55cd-850c-87a497152b91,f60914c6-0765-514e-ab4c-50eb31cf8672,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,united kingdom
e382d623-a9df-521f-858e-d90e6d9f3f77,f60914c6-0765-514e-ab4c-50eb31cf8672,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,france
d38300d2-8ded-5e06-82f7-370147272951,f60914c6-0765-514e-ab4c-50eb31cf8672,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,united states
0ed609f0-ae56-52fb-8c67-e5e3451ada9f,f60914c6-0765-514e-ab4c-50eb31cf8672,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,united states
e6a1d406-5dff-5d83-ac9f-656e5f640f9c,f60914c6-0765-514e-ab4c-50eb31cf8672,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,australia
a3ede5e0-322b-5f7a-9cc1-96aa4c2a7d0e,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,canada
fa6a8207-d165-5fc5-8ad6-ab661a63f520,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,france
69fd11f4-a276-543e-9ca8-e19ba0e4e1da,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,united states
79f84aa3-1548-510d-bd61-74335908ba4a,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,germany
9000e6bf-5380-5e50-948e-164fac56131b,a1490ad5-2574-5d0d-a3b4-0f269107f5a1,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,france
b4b52e63-dcff-5e2f-9f1d-de2c54712406,334107c1-80d7-5332-9942-e975b4f1de5a,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,france
242546e2-e3a1-522a-bd60-b6923603a9d3,334107c1-80d7-5332-9942-e975b4f1de5a,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,canada
29179646-33aa-56a3-a7f7-bba50f0f0053,334107c1-80d7-5332-9942-e975b4f1de5a,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,united states
035242c6-6a70-5227-81a8-8df5c59a292a,334107c1-80d7-5332-9942-e975b4f1de5a,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,france
bacd6874-50bf-5b94-9081-19aa244761c7,334107c1-80d7-5332-9942-e975b4f1de5a,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,australia
841d1002-43fe-56e8-bb57-cdb68aa2299a,ab00ecec-36a3-5509-b5c1-b588f3298f64,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,australia
4aa0520a-b6d9-5362-aa59-19dc0a727f5c,ab00ecec-36a3-5509-b5c1-b588f3298f64,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,united states
1145b3fa-9a36-504a-8555-22c7eb757602,ab00ecec-36a3-5509-b5c1-b588f3298f64,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,australia
72cbf29c-ad57-554f-a850-dac3cbf1133b,ab00ecec-36a3-5509-b5c1-b588f3298f64,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,germany
61d1e8e4-9ca3-526c-b1ff-d86c9206a69a,ab00ecec-36a3-5509-b5c1-b588f3298f64,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,canada
f1910744-0371-5e69-bbfa-bba785e6f275,1d4caf1d-ded8-50ba-85b8-7fbd0be27f49,af3e89e6-d37d-54b1-98ef-e7e2173fb36c,0.2,australia
3fce213b-2c86-5ccc-824c-6a3c1a3b9987,1d4caf1d-ded8-50ba-85b8-7fbd0be27f49,bbe6205b-7591-5fa9-8e24-999c696cfebb,0.2,australia
37946b65-bc0f-51e4-977b-c6833a7bc24c,1d4caf1d-ded8-50ba-85b8-7fbd0be27f49,a7ed939b-4caa-5699-a220-f3ea0261fec2,0.2,germany
fd40ff45-1d15-5ba3-866d-c496444c97a4,1d4caf1d-ded8-50ba-85b8-7fbd0be27f49,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,canada
e5432614-99c7-56f8-b0c7-8c0cc2d0feef,1d4caf1d-ded8-50ba-85b8-7fbd0be27f49,34ac7862-3bf1-539b-b296-0c333e800f19,0.2,france
2b3313d2-5a5b-593d-9f3f-a655e17a65f1,14a2f731-9946-586b-81c6-e8bfd1593242,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,germany
2cc857f1-3027-51a5-8328-36dfc23eda0b,14a2f731-9946-586b-81c6-e8bfd1593242,70d86dac-acec-5418-acb5-083e4adebf73,0.2,united kingdom
c34b932e-f448-5197-b8c4-a3ccdb3edc00,14a2f731-9946-586b-81c6-e8bfd1593242,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,france
48da8bfb-2fd6-5c51-afbe-1f370664cca4,14a2f731-9946-586b-81c6-e8bfd1593242,ea3b244c-c020-57e7-a4ec-d153d3056d1d,0.2,france
13ae81e3-99da-533b-9cdd-7eac456945c6,14a2f731-9946-586b-81c6-e8bfd1593242,33362b48-97e9-5aca-967a-2dcbcd77a5d7,0.2,united kingdom
edf4a26a-1428-5351-9e57-5ab860f654cb,31a93434-57fb-5e00-99ee-26f6a00d14b2,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,ireland
ee5626c9-18e8-5fbf-9981-6859c0877e77,31a93434-57fb-5e00-99ee-26f6a00d14b2,70d86dac-acec-5418-acb5-083e4adebf73,0.2,united kingdom
e8485ed5-e15a-5805-9c01-a89224b2015a,31a93434-57fb-5e00-99ee-26f6a00d14b2,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,netherlands
aaf28857-c15a-50a4-a49c-8096de5899d7,31a93434-57fb-5e00-99ee-26f6a00d14b2,ea3b244c-c020-57e7-a4ec-d153d3056d1d,0.2,netherlands
6b9731bc-3ff2-5fd2-8040-0b2c260326d7,31a93434-57fb-5e00-99ee-26f6a00d14b2,33362b48-97e9-5aca-967a-2dcbcd77a5d7,0.2,france
49c05ae1-617a-517f-b8e7-5a28b4eeb42b,2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,netherlands
4c43c57f-cf8d-5671-bfd9-1da590f5d5c4,2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,70d86dac-acec-5418-acb5-083e4adebf73,0.2,france
7dc6aa62-1635-517f-9630-7b5a835a2a75,2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,united kingdom
34435c54-2f18-5d61-a82d-9c9ccea12270,2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,ea3b244c-c020-57e7-a4ec-d153d3056d1d,0.2,united kingdom
270ed36f-791c-5913-81b9-6f78aca08b10,2184d2eb-5e2f-502d-bbd1-ff61b64c4a23,33362b48-97e9-5aca-967a-2dcbcd77a5d7,0.2,denmark
1416dd84-1161-5463-9ff0-00067a6f3408,27eccc03-c587-502a-be5a-5a5d4aa35b54,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,denmark
ffb7bd1f-8eed-5701-adf5-8c976848c7a4,27eccc03-c587-502a-be5a-5a5d4aa35b54,70d86dac-acec-5418-acb5-083e4adebf73,0.2,united kingdom
f045fba6-9443-5cf0-b75d-f5d80d35bba3,27eccc03-c587-502a-be5a-5a5d4aa35b54,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,france
fa4969b9-c67d-59d8-aae9-39be2197464a,27eccc03-c587-502a-be5a-5a5d4aa35b54,ea3b244c-c020-57e7-a4ec-d153d3056d1d,0.2,united kingdom
bbc7617e-4e8e-54a7-9354-68c363931367,27eccc03-c587-502a-be5a-5a5d4aa35b54,33362b48-97e9-5aca-967a-2dcbcd77a5d7,0.2,united kingdom
3e566b99-149c-534c-aca9-54da9bc2d90e,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,ireland
65a1e1ae-7c4d-5a57-8f5c-fee9adb775f1,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,70d86dac-acec-5418-acb5-083e4adebf73,0.2,united kingdom
84a0e5e4-5e57-595d-b5b9-515da43d8272,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,netherlands
41e3f70a-c92a-52bc-875b-87ae52dfe61e,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,ea3b244c-c020-57e7-a4ec-d153d3056d1d,0.2,france
0f3ab5f9-333c-5bf1-b9f6-c59f8c9d188d,d2e81760-8058-54d8-a4ca-a7d48d9e39ad,33362b48-97e9-5aca-967a-2dcbcd77a5d7,0.2,ireland
85e84270-b9dc-5182-988c-7494bab6ee61,356221fb-43c5-5f26-9882-b6449a0f334b,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,denmark
770bbcd1-89fa-54fe-aba3-cabf2d4ccca2,356221fb-43c5-5f26-9882-b6449a0f334b,70d86dac-acec-5418-acb5-083e4adebf73,0.2,germany
77fd742e-e31e-5eed-8186-56154f96ce9f,356221fb-43c5-5f26-9882-b6449a0f334b,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,france
13795667-3dd6-5f4f-bfa9-4dada75d73d4,356221fb-43c5-5f26-9882-b6449a0f334b,ea3b244c-c020-57e7-a4ec-d153d3056d1d,0.2,netherlands
dd6e1537-341e-5b75-aa7c-9c7334cf2287,356221fb-43c5-5f26-9882-b6449a0f334b,33362b48-97e9-5aca-967a-2dcbcd77a5d7,0.2,france
22cefc4e-427a-556c-aa42-13ef1fd9b64c,8ed161fa-14dd-5faa-87b9-ee936b2436a7,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,denmark
f4fd01a9-253c-5800-b017-103f1e6b7ad0,8ed161fa-14dd-5faa-87b9-ee936b2436a7,70d86dac-acec-5418-acb5-083e4adebf73,0.2,netherlands
6a0733db-5d3d-56ec-97a2-1eed946fb0bf,8ed161fa-14dd-5faa-87b9-ee936b2436a7,088a84f7-aefd-5b23-8a03-c00957bdc570,0.2,netherlands
eae0acb8-4f82-5eda-8e73-185d02977fa6,8ed161fa-14dd-5faa-87b9-ee936b2436a7,ea3b244c-c020-57e7-a4ec-d153d3056d1d,0.2,germany
356d1699-5c61-5d33-b723-932e4c87bb10,8ed161fa-14dd-5faa-87b9-ee936b2436a7,33362b48-97e9-5aca-967a-2dcbcd77a5d7,0.2,france
64bb36fe-4e5e-5102-a7be-ee4f9a940dc9,1de10981-4bad-59c2-87de-173ae763682c,63ee40d6-9ffe-5736-8c2f-d7119e6f6136,0.2,germany
07aacb22-8b24-5acf-9cbb-73d63a1a5f16,1de10981-4bad-59c2-87de-173ae763682c,70d86dac-acec-5418-acb5-083e4adebf73,0.2,germany
